simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,simplified_breed,simplified_size,days_in_shelter
MIX,MALE,5,OTHER,STRAY,DOMESTIC BREED,SMALL,18
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,13
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,60
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,48
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,OTHER,SMALL,13
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,52
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,1
MIX,FEMALE,6,HEALTHY,OTHER,DOMESTIC BREED,SMALL,2
ONE COLOR,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,18
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,75
MIX,FEMALE,3,OTHER,STRAY,DOMESTIC BREED,SMALL,3
TABBY,MALE,5,ILL,OWNER SURRENDER,DOMESTIC BREED,OTHER,23
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,38
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,17
TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,60
TABBY,MALE,7,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,37
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,46
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,17
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,28
TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
MIX,MALE,4,OTHER,STRAY,DOMESTIC BREED,SMALL,49
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,41
TABBY,FEMALE,0,OTHER,OTHER,DOMESTIC BREED,KITTN,1
ONE COLOR,MALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,19
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
ONE COLOR,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,32
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,37
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,40
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,33
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,35
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,11
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10
MIX,FEMALE,9,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27
MIX,MALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,37
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,16
ONE COLOR,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,65
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14
MIX,MALE,0,HEALTHY,OWNER SURRENDER,OTHER,KITTN,8
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,29
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,KITTN,12
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,29
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,35
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,OTHER,SMALL,11
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,38
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,72
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,16
MIX,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,14
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,4
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,4
MIX,MALE,9,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,46
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,27
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
ONE COLOR,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,1
ONE COLOR,MALE,0,OTHER,OTHER,DOMESTIC BREED,SMALL,4
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
MIX,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,3
ONE COLOR,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,3
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,22
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,20
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,9
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,38
MIX,FEMALE,5,HEALTHY,STRAY,OTHER,SMALL,18
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,9
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,17
MIX,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,53
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,31
MIX,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,56
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,6
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,47
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,39
TABBY,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,49
MIX,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,33
ONE COLOR,MALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,16
MIX,FEMALE,9,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32
MIX,FEMALE,0,HEALTHY,STRAY,OTHER,SMALL,20
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,49
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,12
TABBY,MALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,12
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,42
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,32
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,6
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,33
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,63
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,20
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,3
TABBY,FEMALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,19
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,24
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,47
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,35
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,49
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,41
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,55
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,26
MIX,FEMALE,6,HEALTHY,STRAY,OTHER,SMALL,16
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,37
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,8
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,29
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,7
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,10
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,17
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,27
ONE COLOR,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,50
MIX,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,30
TABBY,MALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,80
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,21
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,57
MIX,FEMALE,3,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,22
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,22
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,101
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
TABBY,FEMALE,1,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,22
ONE COLOR,FEMALE,3,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44
ONE COLOR,MALE,2,OTHER,STRAY,DOMESTIC BREED,SMALL,21
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,68
TABBY,FEMALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,59
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,9
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,34
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,31
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,92
TABBY,MALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,43
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,36
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,14
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,30
MIX,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,13
MIX,MALE,4,HEALTHY,OTHER,DOMESTIC BREED,SMALL,32
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,79
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,21
TABBY,MALE,3,ILL,STRAY,DOMESTIC BREED,SMALL,49
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,31
MIX,MALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,36
TABBY,FEMALE,5,ILL,OWNER SURRENDER,DOMESTIC BREED,OTHER,41
MIX,FEMALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,71
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,48
ONE COLOR,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,24
TABBY,MALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,49
TABBY,FEMALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,36
TABBY,FEMALE,4,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,7
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,34
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,10
ONE COLOR,FEMALE,3,HEALTHY,STRAY,DOMESTIC BREED,SMALL,67
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,14
ONE COLOR,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,91
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,77
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,12
MIX,MALE,2,HEALTHY,STRAY,OTHER,SMALL,20
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,5
ONE COLOR,FEMALE,0,HEALTHY,OTHER,OTHER,SMALL,0
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36
ONE COLOR,FEMALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,37
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,19
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,5
TABBY,FEMALE,1,ILL,OTHER,DOMESTIC BREED,SMALL,46
ONE COLOR,FEMALE,3,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,46
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,22
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,52
TABBY,MALE,2,ILL,STRAY,DOMESTIC BREED,SMALL,7
ONE COLOR,MALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,20
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,19
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,68
MIX,FEMALE,0,ILL,OTHER,OTHER,KITTN,39
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9
MIX,MALE,7,HEALTHY,STRAY,DOMESTIC BREED,SMALL,47
ONE COLOR,FEMALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,26
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,7
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,50
ONE COLOR,MALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,16
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,17
ONE COLOR,FEMALE,3,OTHER,STRAY,DOMESTIC BREED,SMALL,48
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,17
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,67
ONE COLOR,FEMALE,2,HEALTHY,STRAY,DOMESTIC BREED,SMALL,50
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46
TABBY,MALE,5,HEALTHY,STRAY,DOMESTIC BREED,OTHER,49
MIX,MALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,23
ONE COLOR,MALE,6,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,OTHER,42
ONE COLOR,MALE,2,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,37
ONE COLOR,MALE,4,ILL,OTHER,DOMESTIC BREED,SMALL,22
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,56
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,39
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,40
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,50
ONE COLOR,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,50
ONE COLOR,MALE,1,OTHER,OTHER,DOMESTIC BREED,SMALL,4
MIX,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,13
MIX,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,41
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,14
MIX,FEMALE,1,HEALTHY,OTHER,DOMESTIC BREED,SMALL,30
TABBY,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,37
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,35
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,22
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,14
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,71
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,3
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,24
ONE COLOR,MALE,6,ILL,STRAY,DOMESTIC BREED,SMALL,48
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,2
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,14
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,18
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,34
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,22
MIX,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,25
ONE COLOR,MALE,2,ILL,STRAY,DOMESTIC BREED,OTHER,40
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,63
ONE COLOR,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,11
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,49
TABBY,FEMALE,8,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,35
TABBY,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,12
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,42
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,27
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,33
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,24
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,SMALL,22
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,15
TABBY,MALE,0,HEALTHY,OTHER,DOMESTIC BREED,KITTN,10
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,9
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,60
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,46
ONE COLOR,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,62
MIX,FEMALE,0,HEALTHY,OTHER,DOMESTIC BREED,SMALL,51
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4
MIX,FEMALE,0,ILL,STRAY,OTHER,KITTN,31
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,49
MIX,FEMALE,10,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,21
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,11
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,90
MIX,FEMALE,4,ILL,OWNER SURRENDER,OTHER,SMALL,22
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,22
ONE COLOR,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,11
MIX,MALE,0,OTHER,OWNER SURRENDER,OTHER,KITTN,7
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,21
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48
TABBY,FEMALE,1,OTHER,STRAY,OTHER,SMALL,16
MIX,MALE,4,OTHER,STRAY,DOMESTIC BREED,SMALL,40
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5
ONE COLOR,FEMALE,8,HEALTHY,STRAY,DOMESTIC BREED,SMALL,77
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,48
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,46
TABBY,MALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,14
TABBY,FEMALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,6
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,21
TABBY,MALE,1,ILL,OTHER,DOMESTIC BREED,SMALL,21
TABBY,MALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,56
MIX,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,30
MIX,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,4
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,SMALL,61
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,2
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
ONE COLOR,MALE,10,HEALTHY,OTHER,DOMESTIC BREED,OTHER,24
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,29
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,7
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,27
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,53
ONE COLOR,MALE,4,ILL,STRAY,DOMESTIC BREED,OTHER,17
MIX,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53
MIX,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,15
MIX,FEMALE,0,ILL,OWNER SURRENDER,OTHER,KITTN,20
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,84
ONE COLOR,FEMALE,3,ILL,OTHER,DOMESTIC BREED,SMALL,20
TABBY,MALE,4,HEALTHY,STRAY,DOMESTIC BREED,SMALL,10
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,63
MIX,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,27
ONE COLOR,MALE,1,ILL,STRAY,DOMESTIC BREED,SMALL,115
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,5
TABBY,FEMALE,7,ILL,STRAY,DOMESTIC BREED,SMALL,11
MIX,MALE,0,ILL,OTHER,DOMESTIC BREED,KITTN,30
ONE COLOR,FEMALE,1,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,34
MIX,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,KITTN,24
MIX,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,8
ONE COLOR,MALE,7,HEALTHY,OTHER,DOMESTIC BREED,SMALL,18
MIX,FEMALE,2,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,32
MIX,MALE,2,OTHER,OWNER SURRENDER,DOMESTIC BREED,SMALL,22
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,21
TABBY,MALE,1,OTHER,STRAY,DOMESTIC BREED,SMALL,37
TABBY,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,6
ONE COLOR,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,21
ONE COLOR,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,48
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
TABBY,FEMALE,0,ILL,OWNER SURRENDER,DOMESTIC BREED,KITTN,34
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,26
MIX,FEMALE,6,HEALTHY,STRAY,DOMESTIC BREED,SMALL,32
ONE COLOR,MALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,18
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,2
TABBY,FEMALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,17
MIX,FEMALE,4,ILL,OWNER SURRENDER,DOMESTIC BREED,SMALL,99
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,7
TABBY,FEMALE,0,OTHER,STRAY,DOMESTIC BREED,SMALL,37
ONE COLOR,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,32
MIX,FEMALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
TABBY,FEMALE,1,HEALTHY,STRAY,DOMESTIC BREED,SMALL,44
TABBY,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,36
ONE COLOR,MALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,53
TABBY,MALE,0,HEALTHY,STRAY,DOMESTIC BREED,KITTN,9
TABBY,FEMALE,0,ILL,STRAY,DOMESTIC BREED,KITTN,44
MIX,MALE,7,ILL,OWNER SURRENDER,OTHER,OTHER,19
MIX,FEMALE,5,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,SMALL,22
TABBY,MALE,0,HEALTHY,OWNER SURRENDER,DOMESTIC BREED,KITTN,39
