Animal_ID,Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,Outcome_Type,was_outcome_alive,days_stayed
A672642,BLACK,Spayed,3,4/3/22,NORMAL,OWNER SURRENDER,ADOPTION,1,14
A673307,CALICO,Spayed,4,4/20/22,WELFARE SEIZURES,WELFARE SEIZED,ADOPTION,1,14
A674218,BRN TABBY,Spayed,1,5/7/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,14
A675307,ORANGE,Neutered,1,5/20/22,INJURED  SEVERE,STRAY,ADOPTION,1,14
A675825,BRN TABBY,Neutered,1,5/26/22,NORMAL,STRAY,ADOPTION,1,14
A678171,BRN TABBY,Neutered,1,9/1/22,NORMAL,RETURN,ADOPTION,1,14
A686569,BRN TABBY,Neutered,1,10/12/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,14
A686993,TRICOLOR,Spayed,1,10/16/22,NORMAL,STRAY,ADOPTION,1,14
A693609,BRN TABBY,Spayed,12,2/18/23,ILL MODERATETE,STRAY,ADOPTION,1,14
A695718,ORANGE,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,14
A698161,BLUE PT,Neutered,0,5/4/23,NORMAL,WELFARE SEIZED,ADOPTION,1,14
A698163,BLUE PT,Spayed,0,5/4/23,NORMAL,WELFARE SEIZED,ADOPTION,1,14
A586227,ORG TABBY,Neutered,14,2/23/17,NORMAL,STRAY,ADOPTION,1,13
A590674,GRAY TABBY,Male,6,5/23/17,FERAL,STRAY,ADOPTION,1,13
A590984,WHITE,Spayed,8,5/28/17,NORMAL,STRAY,ADOPTION,1,13
A592882,CALICO DIL,Spayed,7,7/3/17,NORMAL,STRAY,ADOPTION,1,13
A593069,BLACK,Female,6,7/7/17,NORMAL,STRAY,ADOPTION,1,13
A593582,LC LYNX PT,Male,6,7/15/17,NORMAL,STRAY,ADOPTION,1,13
A594446,BRN TABBY,Spayed,9,7/29/17,NORMAL,STRAY,ADOPTION,1,13
A594476,CALICO TAB,Spayed,6,7/29/17,NORMAL,STRAY,ADOPTION,1,13
A594449,BRN TABBY,Spayed,6,7/29/17,NORMAL,STRAY,ADOPTION,1,13
A594478,GRAY,Spayed,6,7/29/17,NORMAL,STRAY,ADOPTION,1,13
A594976,BLACK,Male,6,8/9/17,NORMAL,STRAY,ADOPTION,1,13
A595007,BLACK,Male,6,8/9/17,NORMAL,STRAY,ADOPTION,1,13
A595009,BLACK,Male,6,8/9/17,NORMAL,STRAY,ADOPTION,1,13
A597822,WHITE,Male,6,9/27/17,NORMAL,STRAY,ADOPTION,1,13
A599111,GRAY,Male,6,10/21/17,NORMAL,STRAY,ADOPTION,1,13
A600910,BUFF,Female,6,12/8/17,NORMAL,STRAY,ADOPTION,1,13
A604013,BRN TABBY,Male,13,2/22/18,NORMAL,STRAY,ADOPTION,1,13
A613612,BLACK,Male,6,8/25/18,NORMAL,STRAY,ADOPTION,1,13
A626111,TORTIE DIL,Spayed,4,5/9/19,NORMAL,STRAY,ADOPTION,1,13
A626110,BLACK,Spayed,4,5/9/19,NORMAL,STRAY,ADOPTION,1,13
A626112,BLACK,Spayed,4,5/9/19,NORMAL,STRAY,ADOPTION,1,13
A626274,BLACK,Neutered,4,5/11/19,NORMAL,STRAY,ADOPTION,1,13
A627533,WHITE,Female,4,6/2/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A627532,LYNX PT,Neutered,4,6/2/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A627906,BLACK,Spayed,4,6/7/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A629488,CALICO,Female,4,7/7/19,NORMAL,STRAY,ADOPTION,1,13
A629463,ORG TABBY,Male,4,7/7/19,NORMAL,STRAY,ADOPTION,1,13
A632013,GRAY,Neutered,4,8/15/19,NORMAL,STRAY,ADOPTION,1,13
A635642,LYNX PT,Neutered,4,11/3/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A635652,LYNX PT,Neutered,4,11/3/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A637976,ORANGE,Neutered,8,12/28/19,INJURED  MILD,STRAY,ADOPTION,1,13
A638095,GRAY,Neutered,5,1/2/20,NORMAL,STRAY,ADOPTION,1,13
A640467,ORG TABBY,Neutered,5,2/27/20,NORMAL,STRAY,ADOPTION,1,13
A638559,GRAY TABBY,Spayed,4,3/6/20,NORMAL,RETURN,ADOPTION,1,13
A640852,BRN TABBY,Spayed,5,3/8/20,NORMAL,STRAY,ADOPTION,1,13
A640434,CHOC PT,Spayed,4,3/14/20,NORMAL,RETURN,ADOPTION,1,13
A644260,ORG TABBY,Neutered,3,6/22/20,NORMAL,STRAY,ADOPTION,1,13
A644481,GRAY TABBY,Spayed,3,6/27/20,NORMAL,STRAY,ADOPTION,1,13
A644536,BROWN,Neutered,6,6/28/20,NORMAL,OWNER SURRENDER,ADOPTION,1,13
A648243,GRAY,Neutered,5,9/3/20,FRACTIOUS,STRAY,ADOPTION,1,13
A650166,BLACK,Neutered,3,10/16/20,NORMAL,STRAY,ADOPTION,1,13
A652297,ORANGE,Neutered,5,10/23/20,NORMAL,OWNER SURRENDER,ADOPTION,1,13
A652298,GRAY TIGER,Spayed,5,10/23/20,NORMAL,OWNER SURRENDER,ADOPTION,1,13
A644546,BLACK,Neutered,5,10/23/20,ILL MILD,STRAY,ADOPTION,1,13
A651408,ORG TABBY,Neutered,3,11/12/20,NORMAL,STRAY,ADOPTION,1,13
A651411,ORG TABBY,Neutered,3,11/12/20,NORMAL,STRAY,ADOPTION,1,13
A651407,ORG TABBY,Neutered,3,11/12/20,NORMAL,STRAY,ADOPTION,1,13
A653052,GRAY,Spayed,4,1/10/21,NORMAL,STRAY,ADOPTION,1,13
A653921,WHITE,Spayed,4,2/11/21,NORMAL,STRAY,ADOPTION,1,13
A654429,BRN TABBY,Spayed,5,2/26/21,NORMAL,WELFARE SEIZED,ADOPTION,1,13
A669288,BLACK,Neutered,2,1/13/22,NORMAL,STRAY,ADOPTION,1,13
A669286,BLACK,Spayed,2,1/13/22,NORMAL,STRAY,ADOPTION,1,13
A672967,BLACK,Spayed,5,4/14/22,NORMAL,OWNER SURRENDER,ADOPTION,1,13
A673471,BLACK,Neutered,1,4/23/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A675153,ORG TABBY,Neutered,3,5/19/22,ILL MILD,STRAY,ADOPTION,1,13
A676121,CALICO DIL,Spayed,2,5/29/22,ILL MILD,STRAY,ADOPTION,1,13
A676149,GRAY TABBY,Spayed,1,5/29/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A676132,TORTIE,Spayed,1,5/29/22,ILL MILD,STRAY,ADOPTION,1,13
A678046,TORTIE DIL,Spayed,1,6/19/22,WELFARE SEIZURES,WELFARE SEIZED,ADOPTION,1,13
A678973,BRN TABBY,Spayed,1,7/6/22,ILL MODERATETE,STRAY,ADOPTION,1,13
A682083,BLACK,Neutered,1,8/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A682082,BLACK,Spayed,1,8/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A685063,SNOWSHOE,Neutered,3,9/24/22,ILL MILD,STRAY,ADOPTION,1,13
A686103,ORANGE,Neutered,1,10/6/22,NORMAL,STRAY,ADOPTION,1,13
A687913,BRN TABBY,Neutered,1,11/3/22,INJURED  SEVERE,STRAY,ADOPTION,1,13
A693975,BRN TABBY,Spayed,2,2/26/23,INJURED  MILD,STRAY,ADOPTION,1,13
A697545,ORANGE,Neutered,0,4/27/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,13
A704231,GRAY TABBY,Neutered,0,9/17/23,ILL MODERATETE,RETURN,ADOPTION,1,13
A588512,CALICO,Female,6,4/12/17,NORMAL,STRAY,ADOPTION,1,12
A588513,CALICO,Female,6,4/12/17,NORMAL,STRAY,ADOPTION,1,12
A591731,BRN TABBY,Male,7,6/11/17,NORMAL,STRAY,ADOPTION,1,12
A591975,WHITE,Neutered,6,6/16/17,NORMAL,STRAY,ADOPTION,1,12
A593161,CALICO,Female,6,7/8/17,NORMAL,STRAY,ADOPTION,1,12
A595304,ORG TABBY,Male,7,8/13/17,NORMAL,STRAY,ADOPTION,1,12
A595308,BLUE PT,Female,9,8/13/17,NORMAL,STRAY,ADOPTION,1,12
A595287,GRAY TABBY,Female,6,8/13/17,NORMAL,STRAY,ADOPTION,1,12
A596022,BLACK,Spayed,7,8/26/17,NORMAL,OWNER SURRENDER,ADOPTION,1,12
A599738,FLAME PT,Neutered,9,11/6/17,NORMAL,STRAY,ADOPTION,1,12
A608335,BLACK,Neutered,5,5/25/18,NORMAL,STRAY,ADOPTION,1,12
A608336,BLACK,Neutered,5,5/25/18,NORMAL,STRAY,ADOPTION,1,12
A608487,GRAY,Spayed,6,5/27/18,NORMAL,OWNER SURRENDER,ADOPTION,1,12
A609103,ORG TABBY,Neutered,5,6/3/18,NORMAL,STRAY,ADOPTION,1,12
A611071,SEAL PT,Male,5,7/14/18,NORMAL,STRAY,ADOPTION,1,12
A611713,CREAM,Male,5,7/27/18,NORMAL,STRAY,ADOPTION,1,12
A612231,SNOWSHOE,Female,5,8/3/18,NORMAL,STRAY,ADOPTION,1,12
A612230,GRAY TABBY,Male,5,8/3/18,NORMAL,STRAY,ADOPTION,1,12
A613668,BLACK,Male,5,8/26/18,NORMAL,STRAY,ADOPTION,1,12
A620312,BLACK,Female,4,1/15/19,NORMAL,STRAY,ADOPTION,1,12
A627409,SEAL PT,Neutered,4,5/31/19,NORMAL,STRAY,ADOPTION,1,12
A627945,ORANGE,Male,8,6/8/19,NORMAL,STRAY,ADOPTION,1,12
A629051,BLACK,Spayed,8,6/28/19,NORMAL,STRAY,ADOPTION,1,12
A629809,GRAY,Female,4,7/12/19,NORMAL,STRAY,ADOPTION,1,12
A631622,ORG TABBY,Neutered,4,8/9/19,NORMAL,STRAY,ADOPTION,1,12
A631621,ORG TABBY,Neutered,4,8/9/19,NORMAL,STRAY,ADOPTION,1,12
A637358,CHOC PT,Female,4,12/9/19,BEHAVIOR  MILD,QUARANTINE,ADOPTION,1,12
A639033,BLACK,Spayed,4,1/26/20,NORMAL,STRAY,ADOPTION,1,12
A641032,WHITE,Neutered,4,3/13/20,FRACTIOUS,STRAY,ADOPTION,1,12
A642486,BLACK,Neutered,7,5/8/20,INJURED  SEVERE,STRAY,ADOPTION,1,12
A642513,BLACK,Spayed,5,5/8/20,ILL MILD,STRAY,ADOPTION,1,12
A643627,BRN TABBY,Neutered,3,6/8/20,NORMAL,STRAY,ADOPTION,1,12
A644575,BLACK,Neutered,3,6/28/20,NORMAL,STRAY,ADOPTION,1,12
A646149,GRAY,Neutered,3,7/24/20,NORMAL,STRAY,ADOPTION,1,12
A646849,GRAY TABBY,Spayed,3,8/8/20,NORMAL,STRAY,ADOPTION,1,12
A649117,BLACK,Neutered,4,9/18/20,NORMAL,STRAY,ADOPTION,1,12
A654323,GRAY,Neutered,12,2/21/21,NORMAL,OWNER SURRENDER,ADOPTION,1,12
A654324,WHITE,Spayed,10,2/21/21,NORMAL,OWNER SURRENDER,ADOPTION,1,12
A654927,BLACK,Neutered,12,3/12/21,ILL SEVERE,STRAY,ADOPTION,1,12
A656237,BLACK,Neutered,3,4/13/21,INJURED  SEVERE,STRAY,ADOPTION,1,12
A657594,ORANGE,Neutered,2,5/21/21,NORMAL,STRAY,ADOPTION,1,12
A659778,WHITE,Spayed,2,7/2/21,NORMAL,STRAY,ADOPTION,1,12
A660763,GRAY TABBY,Neutered,2,7/23/21,INJURED  MILD,STRAY,ADOPTION,1,12
A670511,GRAY,Neutered,2,2/11/22,INJURED  MODERATE,STRAY,ADOPTION,1,12
A673890,BLACK,Neutered,5,5/3/22,NORMAL,STRAY,ADOPTION,1,12
A677177,WHITE,Neutered,1,6/10/22,ILL MILD,STRAY,ADOPTION,1,12
A677451,BRN TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,12
A677452,BRN TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,12
A677453,GRAY TABBY,Spayed,1,6/12/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,12
A678718,BLACK,Spayed,4,7/1/22,NORMAL,STRAY,ADOPTION,1,12
A682361,BLACK,Spayed,1,8/21/22,NORMAL,STRAY,ADOPTION,1,12
A687739,BLACK,Neutered,1,10/30/22,NORMAL,STRAY,ADOPTION,1,12
A692124,ORG TABBY,Neutered,2,1/20/23,INJURED  MILD,STRAY,ADOPTION,1,12
A698434,TORTIE,Spayed,0,5/7/23,NORMAL,STRAY,ADOPTION,1,12
A586754,SEAL PT,Female,7,3/8/17,NORMAL,STRAY,ADOPTION,1,11
A586785,BRN TABBY,Male,7,3/8/17,NORMAL,STRAY,ADOPTION,1,11
A586784,BRN TABBY,Male,7,3/8/17,NORMAL,STRAY,ADOPTION,1,11
A590966,ORG TABBY,Male,6,5/28/17,NORMAL,STRAY,ADOPTION,1,11
A591199,WHITE,Female,6,6/2/17,NORMAL,STRAY,ADOPTION,1,11
A592568,TORTIE DIL,Spayed,8,6/28/17,NORMAL,STRAY,ADOPTION,1,11
A599110,GRAY,Female,6,10/21/17,NORMAL,STRAY,ADOPTION,1,11
A599515,TORTIE DIL,Female,6,11/1/17,NORMAL,STRAY,ADOPTION,1,11
A599842,LYNX PT,Neutered,6,11/8/17,NORMAL,STRAY,ADOPTION,1,11
A608562,BRN TABBY,Male,5,5/27/18,NORMAL,STRAY,ADOPTION,1,11
A609937,BLACK,Female,5,6/20/18,NORMAL,STRAY,ADOPTION,1,11
A609989,BRN TABBY,Spayed,5,6/20/18,NORMAL,STRAY,ADOPTION,1,11
A613974,FLAME PT,Neutered,5,9/1/18,NORMAL,STRAY,ADOPTION,1,11
A616473,BLACK,Male,5,10/19/18,NORMAL,STRAY,ADOPTION,1,11
A620870,SEAL PT,Neutered,9,1/26/19,NORMAL,STRAY,ADOPTION,1,11
A624799,WHITE,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,ADOPTION,1,11
A624801,SEAL PT,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,ADOPTION,1,11
A627194,WHITE,Neutered,4,5/28/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,11
A627615,GRAY,Neutered,4,6/4/19,ILL MILD,STRAY,ADOPTION,1,11
A627952,BRN TABBY,Male,4,6/10/19,NORMAL,STRAY,ADOPTION,1,11
A629133,GRAY TABBY,Male,4,6/29/19,NORMAL,STRAY,ADOPTION,1,11
A636305,GRAY,Spayed,4,11/16/19,NORMAL,STRAY,ADOPTION,1,11
A638004,GRAY TABBY,Neutered,5,12/29/19,INJURED  MILD,STRAY,ADOPTION,1,11
A638480,BLACK,Neutered,4,1/12/20,NORMAL,STRAY,ADOPTION,1,11
A638494,ORANGE,Neutered,4,1/12/20,NORMAL,STRAY,ADOPTION,1,11
A638487,CALICO,Spayed,5,1/12/20,NORMAL,STRAY,ADOPTION,1,11
A638882,BLACK,Neutered,8,1/22/20,NORMAL,STRAY,ADOPTION,1,11
A638879,GRAY TABBY,Neutered,8,1/22/20,NORMAL,STRAY,ADOPTION,1,11
A639482,CALICO DIL,Spayed,4,2/5/20,NORMAL,STRAY,ADOPTION,1,11
A640411,BRN TABBY,Neutered,4,2/24/20,ILL MILD,STRAY,ADOPTION,1,11
A650089,BLACK,Spayed,8,10/14/20,NORMAL,CONFISCATE,ADOPTION,1,11
A650437,GRAY,Spayed,3,10/24/20,NORMAL,STRAY,ADOPTION,1,11
A650563,BLACK,Neutered,3,10/28/20,NORMAL,STRAY,ADOPTION,1,11
A650572,WHITE,Neutered,3,10/31/20,NORMAL,STRAY,ADOPTION,1,11
A650575,GRAY,Spayed,3,10/31/20,NORMAL,STRAY,ADOPTION,1,11
A651123,TORTIE,Spayed,3,11/7/20,NORMAL,STRAY,ADOPTION,1,11
A654288,BLACK,Spayed,3,2/20/21,NORMAL,STRAY,ADOPTION,1,11
A657204,CALICO,Spayed,2,5/8/21,NORMAL,STRAY,ADOPTION,1,11
A657772,WHITE,Spayed,2,5/22/21,NORMAL,STRAY,ADOPTION,1,11
A660586,GRAY,Neutered,2,7/18/21,NORMAL,STRAY,ADOPTION,1,11
A666763,BLACK,Neutered,2,11/13/21,ILL MILD,STRAY,ADOPTION,1,11
A602088,BLACK,Spayed,6,12/22/21,NORMAL,STRAY,ADOPTION,1,11
A672374,BLACK,Spayed,2,3/27/22,NORMAL,STRAY,ADOPTION,1,11
A676165,TORTIE,Spayed,3,5/30/22,INJURED  MILD,STRAY,ADOPTION,1,11
A683962,BLACK,Spayed,1,9/14/22,NORMAL,STRAY,ADOPTION,1,11
A696569,BLACK,Neutered,0,4/12/23,ILL MILD,STRAY,ADOPTION,1,11
A698112,CALICO TAB,Spayed,2,5/3/23,NORMAL,STRAY,ADOPTION,1,11
A585782,GRAY,Spayed,8,2/15/17,NORMAL,STRAY,ADOPTION,1,10
A586030,BRN TABBY,Spayed,6,2/19/17,NORMAL,STRAY,ADOPTION,1,10
A586031,BRN TABBY,Spayed,6,2/19/17,NORMAL,STRAY,ADOPTION,1,10
A588893,BRN TABBY,Spayed,7,4/20/17,NORMAL,STRAY,ADOPTION,1,10
A589767,BRN TABBY,Male,6,5/5/17,NORMAL,STRAY,ADOPTION,1,10
A591072,BLACK,Male,8,5/31/17,NORMAL,OWNER SURRENDER,ADOPTION,1,10
A591079,BRN TABBY,Neutered,6,5/31/17,FERAL,STRAY,ADOPTION,1,10
A591080,BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,ADOPTION,1,10
A591081,BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,ADOPTION,1,10
A593207,BRN TABBY,Male,6,7/9/17,NORMAL,STRAY,ADOPTION,1,10
A594922,WHITE,Female,6,8/7/17,ILL MILD,STRAY,ADOPTION,1,10
A595469,SEAL PT,Male,6,8/17/17,NORMAL,STRAY,ADOPTION,1,10
A596684,BLACK,Spayed,7,9/7/17,NORMAL,OWNER SURRENDER,ADOPTION,1,10
A608060,LYNX PT,Male,5,5/23/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,10
A610505,GRAY TABBY,Neutered,8,7/1/18,NORMAL,OWNER SURRENDER,ADOPTION,1,10
A610512,BROWN,Neutered,9,7/1/18,NORMAL,OWNER SURRENDER,ADOPTION,1,10
A612153,GRAY,Neutered,8,8/2/18,NORMAL,STRAY,ADOPTION,1,10
A617374,ORG TABBY,Male,5,11/9/18,FRACTIOUS,STRAY,ADOPTION,1,10
A620175,GRAY,Female,4,1/12/19,NORMAL,STRAY,ADOPTION,1,10
A622075,WHITE,Neutered,5,2/17/19,NORMAL,STRAY,ADOPTION,1,10
A627225,WHITE,Spayed,4,5/29/19,NORMAL,STRAY,ADOPTION,1,10
A628420,ORG TABBY,Neutered,4,6/17/19,NORMAL,STRAY,ADOPTION,1,10
A632302,CALICO,Spayed,4,8/20/19,INJURED  SEVERE,OWNER SURRENDER,ADOPTION,1,10
A637337,BRN TABBY,Neutered,4,12/8/19,NORMAL,STRAY,ADOPTION,1,10
A638742,BRN TABBY,Spayed,4,1/19/20,NORMAL,STRAY,ADOPTION,1,10
A640974,SEAL PT,Neutered,4,3/11/20,NORMAL,STRAY,ADOPTION,1,10
A642348,GRAY,Spayed,4,5/2/20,FRACTIOUS,STRAY,ADOPTION,1,10
A642347,GRAY,Neutered,4,5/2/20,NORMAL,STRAY,ADOPTION,1,10
A643928,WHITE,Spayed,3,6/16/20,FRACTIOUS,STRAY,ADOPTION,1,10
A644207,BRN TABBY,Neutered,3,6/21/20,NORMAL,STRAY,ADOPTION,1,10
A638882,BLACK,Neutered,8,7/12/20,NORMAL,OWNER SURRENDER,ADOPTION,1,10
A645709,BRN TABBY,Spayed,3,7/16/20,NORMAL,STRAY,ADOPTION,1,10
A647447,BLACK,Spayed,3,8/20/20,NORMAL,STRAY,ADOPTION,1,10
A648973,CALICO TAB,Spayed,3,9/16/20,NORMAL,STRAY,ADOPTION,1,10
A649514,GRAY,Neutered,3,9/30/20,NORMAL,STRAY,ADOPTION,1,10
A650329,BLACK,Spayed,3,10/20/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,10
A650932,BLACK,Neutered,3,11/5/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,10
A652231,BRN TABBY,Spayed,3,12/13/20,INJURED  MILD,STRAY,ADOPTION,1,10
A654155,SNOWSHOE,Spayed,3,2/15/21,NORMAL,STRAY,ADOPTION,1,10
A655922,BROWN,Neutered,4,4/6/21,ILL MILD,STRAY,ADOPTION,1,10
A656448,BLACK,Spayed,2,4/19/21,FRACTIOUS,STRAY,ADOPTION,1,10
A657521,LYNX PT,Spayed,2,5/16/21,ILL MILD,STRAY,ADOPTION,1,10
A661618,GRAY,Neutered,2,8/11/21,NORMAL,STRAY,ADOPTION,1,10
A664545,GRAY,Neutered,4,11/7/21,NORMAL,RETURN,ADOPTION,1,10
A666738,CALICO,Spayed,2,11/12/21,NORMAL,STRAY,ADOPTION,1,10
A669579,BLACK,Neutered,5,1/20/22,INJURED  MILD,STRAY,ADOPTION,1,10
A669675,SLVR TABBY,Neutered,2,1/23/22,NORMAL,OWNER SURRENDER,ADOPTION,1,10
A670934,BRN TABBY,Spayed,4,2/23/22,NORMAL,STRAY,ADOPTION,1,10
A671206,ORG TABBY,Neutered,12,3/3/22,INJURED  SEVERE,OWNER SURRENDER,ADOPTION,1,10
A672091,BLACK,Spayed,2,3/22/22,NORMAL,STRAY,ADOPTION,1,10
A672743,GRAY TABBY,Spayed,4,4/6/22,INJURED  MILD,STRAY,ADOPTION,1,10
A674451,CALICO,Spayed,3,5/12/22,NORMAL,STRAY,ADOPTION,1,10
A675862,BRN TABBY,Spayed,1,5/26/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,10
A678833,ORG TABBY,Neutered,1,7/4/22,NORMAL,STRAY,ADOPTION,1,10
A680108,BLACK,Neutered,1,7/17/22,ILL MILD,STRAY,ADOPTION,1,10
A681418,BLACK,Neutered,1,8/4/22,ILL MILD,STRAY,ADOPTION,1,10
A682363,CREAM,Spayed,1,8/21/22,NORMAL,STRAY,ADOPTION,1,10
A686571,GRAY,Spayed,1,10/12/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,10
A690806,BLACK,Spayed,0,12/21/22,ILL MILD,STRAY,ADOPTION,1,10
A693009,GRAY TABBY,Spayed,1,2/5/23,ILL MILD,STRAY,ADOPTION,1,10
A584862,BLACK,Female,7,1/20/17,NORMAL,STRAY,ADOPTION,1,9
A585808,SEAL PT,Neutered,7,2/16/17,NORMAL,STRAY,ADOPTION,1,9
A590673,GRAY TABBY,Male,6,5/23/17,FERAL,STRAY,ADOPTION,1,9
A593468,TORTIE,Spayed,8,7/13/17,NORMAL,STRAY,ADOPTION,1,9
A594766,ORG TABBY,Male,6,8/4/17,NORMAL,STRAY,ADOPTION,1,9
A594832,SEAL PT,Male,8,8/5/17,NORMAL,STRAY,ADOPTION,1,9
A595292,GRAY TABBY,Male,6,8/13/17,NORMAL,STRAY,ADOPTION,1,9
A595294,GRAY TABBY,Male,6,8/13/17,NORMAL,STRAY,ADOPTION,1,9
A599511,ORG TABBY,Male,7,11/1/17,NORMAL,STRAY,ADOPTION,1,9
A601302,CALICO,Female,6,12/22/17,NORMAL,STRAY,ADOPTION,1,9
A604227,BLACK,Neutered,8,2/26/18,NORMAL,STRAY,ADOPTION,1,9
A610323,GRAY,Male,5,6/28/18,NORMAL,STRAY,ADOPTION,1,9
A611192,BLACK,Male,10,7/17/18,NORMAL,STRAY,ADOPTION,1,9
A622076,CALICO,Spayed,6,2/17/19,NORMAL,STRAY,ADOPTION,1,9
A623964,CALICO DIL,Spayed,5,3/29/19,NORMAL,STRAY,ADOPTION,1,9
A627750,GRAY TABBY,Neutered,6,6/6/19,INJURED  MILD,STRAY,ADOPTION,1,9
A628517,BROWN,Male,4,6/19/19,NORMAL,STRAY,ADOPTION,1,9
A628651,GRAY TABBY,Spayed,4,6/21/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,9
A632801,SEAL PT,Male,7,8/30/19,NORMAL,STRAY,ADOPTION,1,9
A638741,GRAY TABBY,Neutered,4,1/19/20,NORMAL,STRAY,ADOPTION,1,9
A639481,GRAY,Neutered,4,2/5/20,NORMAL,STRAY,ADOPTION,1,9
A639576,GRAY,Neutered,3,2/6/20,NORMAL,STRAY,ADOPTION,1,9
A639577,GRAY,Neutered,3,2/6/20,NORMAL,STRAY,ADOPTION,1,9
A639575,GRAY,Neutered,3,2/6/20,NORMAL,STRAY,ADOPTION,1,9
A640273,ORANGE,Neutered,6,2/21/20,BEHAVIOR  SEVERE,OWNER SURRENDER,ADOPTION,1,9
A641034,ORG TABBY,Neutered,4,3/13/20,NORMAL,STRAY,ADOPTION,1,9
A646094,WHITE,Neutered,3,7/23/20,NORMAL,STRAY,ADOPTION,1,9
A646314,WHITE,Neutered,3,7/27/20,NORMAL,STRAY,ADOPTION,1,9
A647791,BLACK,Neutered,3,8/27/20,NORMAL,OWNER SURRENDER,ADOPTION,1,9
A646751,BLACK,Spayed,3,8/27/20,NORMAL,RETURN,ADOPTION,1,9
A649084,BLACK,Neutered,3,9/17/20,ILL MILD,STRAY,ADOPTION,1,9
A650042,ORG TABBY,Neutered,13,10/12/20,FRACTIOUS,STRAY,ADOPTION,1,9
A650369,BRN TABBY,Neutered,3,10/21/20,NORMAL,STRAY,ADOPTION,1,9
A650417,TAN,Neutered,3,10/23/20,NORMAL,STRAY,ADOPTION,1,9
A650523,ORG TABBY,Neutered,3,10/26/20,NORMAL,STRAY,ADOPTION,1,9
A650948,BLACK,Neutered,3,11/5/20,NORMAL,STRAY,ADOPTION,1,9
A655100,BLACK,Neutered,10,3/17/21,INJURED  MODERATE,STRAY,ADOPTION,1,9
A657421,GRAY TABBY,Neutered,3,5/21/21,NORMAL,OWNER SURRENDER,ADOPTION,1,9
A657840,BLACK,Spayed,2,5/24/21,NORMAL,STRAY,ADOPTION,1,9
A657686,BLACK,Neutered,2,5/24/21,NORMAL,STRAY,ADOPTION,1,9
A658142,GRAY TABBY,Spayed,2,5/31/21,NORMAL,STRAY,ADOPTION,1,9
A658217,ORG TABBY,Neutered,2,6/2/21,NORMAL,STRAY,ADOPTION,1,9
A658512,CRM TABBY,Neutered,2,8/9/21,NORMAL,STRAY,ADOPTION,1,9
A658511,WHITE,Spayed,2,8/9/21,NORMAL,STRAY,ADOPTION,1,9
A663495,BLACK,Neutered,2,9/9/21,NORMAL,STRAY,ADOPTION,1,9
A663494,GRAY,Neutered,2,9/9/21,NORMAL,STRAY,ADOPTION,1,9
A488611,ORANGE,Spayed,12,2/24/22,NORMAL,OWNER SURRENDER,ADOPTION,1,9
A671467,SEAL PT,Neutered,3,3/9/22,NORMAL,OWNER SURRENDER,ADOPTION,1,9
A673380,ORANGE,Neutered,3,4/21/22,NORMAL,OWNER SURRENDER,ADOPTION,1,9
A673686,CALICO DIL,Spayed,1,4/28/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,9
A673688,ORG TABBY,Neutered,1,4/28/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,9
A674430,GRAY TABBY,Neutered,4,5/10/22,NORMAL,STRAY,ADOPTION,1,9
A674900,GRAY TABBY,Spayed,1,5/16/22,INJURED  MILD,STRAY,ADOPTION,1,9
A675166,BLACK,Spayed,1,5/19/22,NORMAL,STRAY,ADOPTION,1,9
A675860,BRN TABBY,Neutered,1,5/26/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,9
