Animal_ID,Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,Outcome_Type,was_outcome_alive,days_stayed
A586177,WHITE,Spayed,8,2/23/17,NORMAL,OWNER SURRENDER,ADOPTION,1,50
A586953,CALICO,Female,10,3/11/17,NORMAL,OWNER SURRENDER,ADOPTION,1,50
A586955,TAN,Spayed,9,3/11/17,NORMAL,STRAY,ADOPTION,1,50
A589302,BRN TABBY,Female,6,4/26/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,50
A592640,GRAY,Spayed,6,6/29/17,FERAL,STRAY,ADOPTION,1,50
A595833,CALICO,Spayed,6,8/23/17,NORMAL,STRAY,ADOPTION,1,50
A604887,ORANGE,Spayed,8,3/16/18,NORMAL,OWNER SURRENDER,ADOPTION,1,50
A610415,BLACK,Female,5,6/29/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,50
A614478,GRAY TABBY,Spayed,5,9/12/18,NORMAL,STRAY,ADOPTION,1,50
A629387,WHITE,Spayed,4,7/6/19,NORMAL,STRAY,ADOPTION,1,50
A633597,TORTIE,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,50
A634300,ORG TABBY,Spayed,4,9/27/19,NORMAL,STRAY,ADOPTION,1,50
A644149,BLACK,Spayed,11,6/20/20,NORMAL,STRAY,ADOPTION,1,50
A644428,WHITE,Neutered,3,6/26/20,NORMAL,STRAY,ADOPTION,1,50
A650443,BLACK,Neutered,3,10/24/20,NORMAL,STRAY,ADOPTION,1,50
A650603,WHITE,Neutered,3,10/30/20,NORMAL,STRAY,ADOPTION,1,50
A657957,GRAY,Neutered,7,5/27/21,NORMAL,STRAY,ADOPTION,1,50
A660900,BLK SMOKE,Neutered,2,7/27/21,NORMAL,STRAY,ADOPTION,1,50
A673715,BLACK,Spayed,1,4/29/22,NORMAL,STRAY,ADOPTION,1,50
A674082,CALICO DIL,Spayed,2,5/6/22,NORMAL,STRAY,ADOPTION,1,50
A679998,FLAME PT,Neutered,5,7/16/22,NORMAL,STRAY,ADOPTION,1,50
A534528,SEAL PT,Spayed,14,3/31/17,NORMAL,OWNER SURRENDER,ADOPTION,1,49
A587916,BRN TABBY,Neutered,17,3/31/17,NORMAL,OWNER SURRENDER,ADOPTION,1,49
A596876,BLACK,Male,6,9/10/17,NORMAL,STRAY,ADOPTION,1,49
A596877,BLACK,Male,6,9/10/17,NORMAL,STRAY,ADOPTION,1,49
A601788,BLK TABBY,Spayed,20,1/5/18,NORMAL,OWNER SURRENDER,ADOPTION,1,49
A610449,ORG TABBY,Neutered,5,6/30/18,NORMAL,STRAY,ADOPTION,1,49
A621947,SEAL PT,Neutered,17,2/16/19,NORMAL,STRAY,ADOPTION,1,49
A628755,ORG TABBY,Neutered,4,6/23/19,NORMAL,STRAY,ADOPTION,1,49
A630054,GRAY TABBY,Spayed,4,7/17/19,NORMAL,STRAY,ADOPTION,1,49
A630053,GRAY TABBY,Neutered,4,7/17/19,NORMAL,STRAY,ADOPTION,1,49
A630107,CALICO DIL,Spayed,5,7/18/19,NORMAL,STRAY,ADOPTION,1,49
A632002,BLACK,Spayed,4,8/15/19,NORMAL,STRAY,ADOPTION,1,49
A635107,ORG TABBY,Spayed,4,10/17/19,NORMAL,STRAY,ADOPTION,1,49
A647272,BLACK,Spayed,3,8/16/20,ILL MILD,STRAY,ADOPTION,1,49
A647740,BLACK,Spayed,5,8/26/20,ILL MODERATETE,STRAY,ADOPTION,1,49
A647741,BRN TABBY,Spayed,4,8/26/20,ILL MODERATETE,STRAY,ADOPTION,1,49
A655953,GRAY,Spayed,4,4/7/21,NORMAL,OWNER SURRENDER,ADOPTION,1,49
A655962,TORTIE,Spayed,4,4/7/21,NORMAL,OWNER SURRENDER,ADOPTION,1,49
A658561,CRM TABBY,Neutered,2,6/9/21,NORMAL,STRAY,ADOPTION,1,49
A673484,TRICOLOR,Spayed,1,4/23/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,49
A673486,TORTIE,Spayed,1,4/23/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,49
A676042,BLACK,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,49
A692763,GRAY TABBY,Neutered,5,2/1/23,ILL MODERATETE,STRAY,ADOPTION,1,49
A698160,GRAY,Neutered,0,7/5/23,NORMAL,RETURN,ADOPTION,1,49
A705722,CALICO,Spayed,0,8/30/23,ILL MILD,STRAY,ADOPTION,1,49
A591836,GRAY TABBY,Spayed,6,6/14/17,NORMAL,STRAY,ADOPTION,1,48
A593224,ORANGE,Spayed,17,7/9/17,NORMAL,OWNER SURRENDER,ADOPTION,1,48
A594373,CALICO,Female,8,7/28/17,NORMAL,STRAY,ADOPTION,1,48
A610490,GRAY TABBY,Spayed,6,7/1/18,NORMAL,STRAY,ADOPTION,1,48
A617633,GRAY TABBY,Neutered,5,11/16/18,INJURED  MILD,STRAY,ADOPTION,1,48
A628706,BRN TABBY,Spayed,4,6/22/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,48
A633230,ORG TABBY,Male,4,9/8/19,NORMAL,STRAY,ADOPTION,1,48
A636317,ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,ADOPTION,1,48
A634294,BRN TABBY,Spayed,7,11/21/19,NORMAL,RETURN,ADOPTION,1,48
A658266,ORG TABBY,Neutered,2,6/3/21,NORMAL,STRAY,ADOPTION,1,48
A659000,WHITE,Neutered,2,6/17/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,48
A662236,BRN TABBY,Neutered,4,8/21/21,NORMAL,STRAY,ADOPTION,1,48
A670549,BLACK,Neutered,3,11/17/21,INJURED  MODERATE,STRAY,ADOPTION,1,48
A672509,GRAY,Spayed,1,3/31/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,48
A673144,GRAY,Neutered,2,4/15/22,NORMAL,OWNER SURRENDER,ADOPTION,1,48
A556069,FLAME PT,Neutered,9,6/4/22,NORMAL,OWNER SURRENDER,ADOPTION,1,48
A679496,BLACK,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,48
A687501,SEAL PT,Spayed,2,10/27/22,NORMAL,OWNER SURRENDER,ADOPTION,1,48
A697058,BLACK,Neutered,0,4/20/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,48
A697705,BRN TABBY,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,48
A702443,BLACK,Spayed,4,7/6/23,INJURED  SEVERE,STRAY,ADOPTION,1,48
A704985,TORTIE DIL,Spayed,1,8/17/23,NORMAL,STRAY,ADOPTION,1,48
A598196,GRAY,Male,8,10/4/17,NORMAL,OWNER SURRENDER,ADOPTION,1,47
A609394,BLACK,Spayed,5,6/9/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A616118,BLACK,Neutered,5,6/17/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A619447,ORG TABBY,Neutered,5,12/29/18,NORMAL,STRAY,ADOPTION,1,47
A629345,CALICO,Spayed,4,7/5/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A636318,ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,ADOPTION,1,47
A628695,BRN TABBY,Neutered,4,12/26/19,NORMAL,RETURN,ADOPTION,1,47
A644457,BLACK,Neutered,3,6/26/20,NORMAL,STRAY,ADOPTION,1,47
A644685,BLACK,Male,3,7/2/20,NORMAL,STRAY,ADOPTION,1,47
A592765,ORANGE,Neutered,6,3/6/21,NORMAL,STRAY,ADOPTION,1,47
A670358,GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,ADOPTION,1,47
A694153,GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A694156,GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A694152,GRAY TABBY,Spayed,0,2/13/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A694154,GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,47
A699902,BLACK,Neutered,0,7/24/23,ILL MODERATETE,RETURN,ADOPTION,1,47
A594055,WHITE,Spayed,9,7/23/17,NORMAL,STRAY,ADOPTION,1,46
A626040,BLACK,Neutered,12,5/8/19,NORMAL,OWNER SURRENDER,ADOPTION,1,46
A628181,WHITE,Spayed,4,6/12/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,46
A630232,BLACK,Neutered,4,7/20/19,INJURED  SEVERE,STRAY,ADOPTION,1,46
A633653,GRAY,Neutered,5,9/15/19,NORMAL,OWNER SURRENDER,ADOPTION,1,46
A650096,GRAY TABBY,Male,3,10/14/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,46
A658068,BLACK,Neutered,2,5/29/21,INJURED  MODERATE,STRAY,ADOPTION,1,46
A659296,BLACK,Neutered,2,6/23/21,ILL MODERATETE,STRAY,ADOPTION,1,46
A673526,BLACK,Neutered,1,4/24/22,NORMAL,STRAY,ADOPTION,1,46
A677419,TAN,Neutered,2,6/12/22,ILL MILD,STRAY,ADOPTION,1,46
A677767,WHITE,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,46
A705522,BRN TABBY,Spayed,0,8/26/23,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,46
A705567,SNOWSHOE,Spayed,0,8/26/23,INJURED  MILD,STRAY,ADOPTION,1,46
A706105,WHITE,Spayed,0,9/2/23,NORMAL,STRAY,ADOPTION,1,46
A587138,ORG TABBY,Neutered,13,3/16/17,NORMAL,STRAY,ADOPTION,1,45
A598253,ORG TABBY,Male,6,10/5/17,NORMAL,STRAY,ADOPTION,1,45
A598955,CALICO,Female,6,10/18/17,FERAL,STRAY,ADOPTION,1,45
A605105,BRN TABBY,Neutered,6,3/21/18,NORMAL,OWNER SURRENDER,ADOPTION,1,45
A605106,TORTIE,Neutered,7,3/21/18,NORMAL,OWNER SURRENDER,ADOPTION,1,45
A610842,BLACK,Neutered,5,7/10/18,NORMAL,STRAY,ADOPTION,1,45
A617142,SEAL PT,Male,5,11/4/18,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,45
A628238,BLACK,Spayed,4,6/13/19,NORMAL,STRAY,ADOPTION,1,45
A628240,BLACK,Neutered,4,6/13/19,NORMAL,STRAY,ADOPTION,1,45
A533943,ORG TABBY,Neutered,9,12/9/20,ILL MILD,STRAY,ADOPTION,1,45
A656143,GRAY,Spayed,3,4/11/21,NORMAL,OWNER SURRENDER,ADOPTION,1,45
A661495,SLVR TABBY,Neutered,2,8/8/21,NORMAL,STRAY,ADOPTION,1,45
A662274,GRAY,Spayed,2,8/22/21,NORMAL,STRAY,ADOPTION,1,45
A671977,TORTIE,Spayed,4,3/20/22,NORMAL,STRAY,ADOPTION,1,45
A681799,BRN TABBY,Neutered,1,8/11/22,INJURED  MILD,STRAY,ADOPTION,1,45
A687707,TORTIE,Spayed,2,10/30/22,INJURED  MODERATE,STRAY,ADOPTION,1,45
A697463,BRN TABBY,Spayed,8,4/26/23,NORMAL,WELFARE SEIZED,ADOPTION,1,45
A704921,GRAY TABBY,Spayed,12,8/16/23,AGED,STRAY,ADOPTION,1,45
A592564,ORG TABBY,Neutered,6,6/28/17,FERAL,STRAY,ADOPTION,1,44
A607390,SEAL PT,Spayed,7,5/10/18,NORMAL,STRAY,ADOPTION,1,44
A614041,GRAY TABBY,Neutered,5,9/2/18,NORMAL,STRAY,ADOPTION,1,44
A617364,BLACK,Neutered,5,11/8/18,FRACTIOUS,STRAY,ADOPTION,1,44
A625279,CALICO,Spayed,7,4/25/19,FRACTIOUS,STRAY,ADOPTION,1,44
A630032,BLACK,Spayed,4,7/17/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,44
A655957,BLACK,Neutered,5,4/7/21,NORMAL,STRAY,ADOPTION,1,44
A671629,ORG TABBY,Neutered,4,3/1/22,NORMAL,OWNER SURRENDER,ADOPTION,1,44
A673667,BLACK,Neutered,2,4/28/22,NORMAL,STRAY,ADOPTION,1,44
A678717,BRN TABBY,Spayed,2,7/1/22,ILL MODERATETE,STRAY,ADOPTION,1,44
A678969,WHITE,Spayed,2,7/6/22,NORMAL,STRAY,ADOPTION,1,44
A592629,BRN TABBY,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A592631,BLACK,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A594686,GRAY,Neutered,10,8/2/17,NORMAL,OWNER SURRENDER,ADOPTION,1,43
A598012,BRN TABBY,Neutered,8,9/30/17,NORMAL,STRAY,ADOPTION,1,43
A599829,GRAY TABBY,Neutered,6,11/8/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A600640,BRN TABBY,Spayed,10,12/1/17,NORMAL,STRAY,ADOPTION,1,43
A600639,CHOCOLATE,Spayed,10,12/1/17,NORMAL,STRAY,ADOPTION,1,43
A617925,BRN TABBY,Neutered,5,11/24/18,FRACTIOUS,STRAY,ADOPTION,1,43
A622649,CALICO,Spayed,5,3/1/19,FRACTIOUS,STRAY,ADOPTION,1,43
A624688,BRN TABBY,Male,5,4/13/19,NORMAL,STRAY,ADOPTION,1,43
A626028,BLACK,Spayed,16,5/8/19,NORMAL,OWNER SURRENDER,ADOPTION,1,43
A626730,BLACK,Male,4,5/21/19,INJURED  SEVERE,STRAY,ADOPTION,1,43
A629139,CALICO,Spayed,9,6/29/19,NORMAL,OWNER SURRENDER,ADOPTION,1,43
A629323,ORANGE,Neutered,4,7/5/19,ILL SEVERE,STRAY,ADOPTION,1,43
A633468,GRAY,Spayed,4,9/12/19,NORMAL,STRAY,ADOPTION,1,43
A634636,BRN TABBY,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A636803,GRAY TABBY,Neutered,4,11/27/19,NORMAL,STRAY,ADOPTION,1,43
A638958,GRAY TABBY,Spayed,5,1/24/20,NORMAL,STRAY,ADOPTION,1,43
A644147,GRAY,Neutered,11,6/20/20,NORMAL,STRAY,ADOPTION,1,43
A653058,WHITE,Spayed,6,1/13/21,NORMAL,STRAY,ADOPTION,1,43
A657997,BRN TABBY,Neutered,4,5/28/21,NORMAL,OWNER SURRENDER,ADOPTION,1,43
A657998,ORANGE,Spayed,4,5/28/21,NORMAL,OWNER SURRENDER,ADOPTION,1,43
A663689,ORG TIGER,Neutered,2,6/11/21,ILL MODERATETE,OWNER SURRENDER,ADOPTION,1,43
A662874,CALICO,Spayed,10,8/31/21,ILL MILD,STRAY,ADOPTION,1,43
A671151,GRAY TABBY,Spayed,3,3/2/22,NORMAL,OWNER SURRENDER,ADOPTION,1,43
A677761,BLACK,Neutered,1,6/15/22,NORMAL,STRAY,ADOPTION,1,43
A678307,ORG TABBY,Spayed,1,6/24/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A679497,WHITE,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A679498,BLACK,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,43
A686483,BLACK,Neutered,6,10/11/22,INJURED  MILD,STRAY,ADOPTION,1,43
A691396,GRAY TABBY,Neutered,3,1/4/23,NORMAL,STRAY,ADOPTION,1,43
A698363,GRAY,Neutered,1,5/6/23,ILL MILD,STRAY,ADOPTION,1,43
A703200,LC LYNX PT,Spayed,0,7/20/23,ILL MODERATETE,STRAY,ADOPTION,1,43
A584277,GRAY,Spayed,7,1/8/17,NORMAL,STRAY,ADOPTION,1,42
A589906,GRAY,Female,7,5/7/17,ILL MODERATETE,STRAY,ADOPTION,1,42
A592711,BRN TABBY,Spayed,6,6/30/17,FERAL,STRAY,ADOPTION,1,42
A592708,GRAY,Neutered,6,6/30/17,FERAL,STRAY,ADOPTION,1,42
A592695,WHITE,Neutered,9,6/30/17,NORMAL,STRAY,ADOPTION,1,42
A592981,SEAL PT,Male,6,7/6/17,NORMAL,STRAY,ADOPTION,1,42
A606443,BLACK,Spayed,6,4/20/18,NORMAL,STRAY,ADOPTION,1,42
A608650,BLACK,Spayed,5,5/30/18,NORMAL,STRAY,ADOPTION,1,42
A611119,BLACK,Spayed,6,7/15/18,NORMAL,STRAY,ADOPTION,1,42
A617621,BRN TABBY,Spayed,6,11/16/18,NORMAL,STRAY,ADOPTION,1,42
A617926,BRN TABBY,Neutered,5,11/24/18,FRACTIOUS,STRAY,ADOPTION,1,42
A624862,BRN TABBY,Spayed,5,4/17/19,NORMAL,OWNER SURRENDER,ADOPTION,1,42
A627444,GRAY TABBY,Spayed,4,6/1/19,FRACTIOUS,STRAY,ADOPTION,1,42
A629131,GRAY TABBY,Neutered,4,6/29/19,NORMAL,STRAY,ADOPTION,1,42
A629134,GRAY TABBY,Male,4,6/29/19,NORMAL,STRAY,ADOPTION,1,42
A634297,CRM TABBY,Female,4,9/27/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,42
A635186,WHITE,Neutered,4,10/19/19,NORMAL,OWNER SURRENDER,ADOPTION,1,42
A636802,BLACK,Spayed,4,11/27/19,NORMAL,STRAY,ADOPTION,1,42
A639546,WHITE,Spayed,4,2/6/20,NORMAL,STRAY,ADOPTION,1,42
A646384,GRAY TABBY,Spayed,3,7/29/20,ILL MILD,STRAY,ADOPTION,1,42
A666102,ORANGE,Neutered,3,11/4/21,NORMAL,OWNER SURRENDER,ADOPTION,1,42
A667286,WHITE,Neutered,3,11/27/21,ILL MODERATETE,STRAY,ADOPTION,1,42
A674219,GRAY TABBY,Spayed,1,5/7/22,NORMAL,STRAY,ADOPTION,1,42
A677383,BLACK,Neutered,1,6/11/22,NORMAL,STRAY,ADOPTION,1,42
A690549,BLACK,Spayed,1,6/11/22,NORMAL,STRAY,ADOPTION,1,42
A677804,WHITE,Spayed,3,6/16/22,INJURED  MODERATE,STRAY,ADOPTION,1,42
A688034,BLACK,Neutered,1,11/4/22,ILL MILD,STRAY,ADOPTION,1,42
A690819,S-T PT,Spayed,1,12/21/22,NORMAL,STRAY,ADOPTION,1,42
A701521,GRAY TABBY,Spayed,0,6/23/23,ILL MILD,OWNER SURRENDER,ADOPTION,1,42
A705719,BRN TABBY,Neutered,0,8/30/23,ILL MILD,STRAY,ADOPTION,1,42
A594014,CHOC PT,Unknown,6,7/22/17,NORMAL,STRAY,ADOPTION,1,41
A595139,GRAY,Female,6,8/11/17,NORMAL,STRAY,ADOPTION,1,41
A605992,WHITE,Neutered,9,6/22/18,INJURED  MODERATE,OWNER SURRENDER,ADOPTION,1,41
A611394,CALICO,Spayed,5,7/20/18,FRACTIOUS,STRAY,ADOPTION,1,41
A617080,GRAY TABBY,Neutered,5,11/3/18,NORMAL,STRAY,ADOPTION,1,41
A617367,ORG TABBY,Neutered,5,11/8/18,FRACTIOUS,STRAY,ADOPTION,1,41
A618875,GRAY,Spayed,5,12/15/18,NORMAL,STRAY,ADOPTION,1,41
A629845,TORTIE,Spayed,7,7/12/19,NORMAL,STRAY,ADOPTION,1,41
A629824,BLACK,Neutered,4,7/12/19,NORMAL,STRAY,ADOPTION,1,41
A631285,GRAY,Neutered,4,8/4/19,ILL MILD,STRAY,ADOPTION,1,41
A634209,BRN TABBY,Spayed,4,9/26/19,ILL MODERATETE,STRAY,ADOPTION,1,41
A634208,GRAY TABBY,Neutered,4,9/26/19,ILL MODERATETE,STRAY,ADOPTION,1,41
A636701,TORTIE,Spayed,6,11/25/19,NORMAL,STRAY,ADOPTION,1,41
A644578,CHOC PT,Neutered,7,6/28/20,INJURED  MODERATE,STRAY,ADOPTION,1,41
A647420,GRAY TABBY,Spayed,3,8/19/20,NORMAL,STRAY,ADOPTION,1,41
A650151,CALICO,Spayed,5,10/15/20,ILL MODERATETE,STRAY,ADOPTION,1,41
A658026,CALICO,Spayed,3,5/28/21,NORMAL,CONFISCATE,ADOPTION,1,41
A660833,ORG TABBY,Spayed,2,7/25/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,41
A660851,GRAY,Neutered,5,7/26/21,NORMAL,CONFISCATE,ADOPTION,1,41
A660852,WHITE,Neutered,5,7/26/21,NORMAL,CONFISCATE,ADOPTION,1,41
A655964,ORANGE,Neutered,5,10/28/21,NORMAL,RETURN,ADOPTION,1,41
A672326,BLACK,Neutered,4,3/26/22,NORMAL,STRAY,ADOPTION,1,41
A672334,TORBI,Spayed,1,3/26/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,41
A674862,CALICO,Spayed,3,5/15/22,NORMAL,OWNER SURRENDER,ADOPTION,1,41
A681956,WHITE,Neutered,7,8/18/22,NORMAL,OWNER SURRENDER,ADOPTION,1,41
A687872,WHITE,Spayed,0,11/3/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,41
A693023,ORG TABBY,Neutered,5,2/5/23,INJURED  MILD,STRAY,ADOPTION,1,41
A694640,BRN TABBY,Spayed,0,3/12/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,41
A593658,BLACK,Spayed,6,7/16/17,NORMAL,STRAY,ADOPTION,1,40
A617389,TORTIE DIL,Spayed,5,11/9/18,NORMAL,STRAY,ADOPTION,1,40
A617392,TORTIE,Spayed,5,11/9/18,NORMAL,STRAY,ADOPTION,1,40
A627624,WHITE,Male,4,6/4/19,ILL MILD,STRAY,ADOPTION,1,40
A628284,GRAY TABBY,Neutered,4,6/14/19,NORMAL,STRAY,ADOPTION,1,40
A638269,BRN TABBY,Spayed,12,1/6/20,FRACTIOUS,OWNER SURRENDER,ADOPTION,1,40
A638646,BLACK,Female,4,1/17/20,NORMAL,STRAY,ADOPTION,1,40
A644090,BLACK,Neutered,8,6/19/20,FRACTIOUS,STRAY,ADOPTION,1,40
A644303,BRN TABBY,Neutered,3,6/23/20,NORMAL,STRAY,ADOPTION,1,40
A644458,BLACK,Neutered,3,6/26/20,NORMAL,STRAY,ADOPTION,1,40
A653230,BLACK,Neutered,3,1/16/21,ILL MODERATETE,STRAY,ADOPTION,1,40
A662184,FLAME PT,Neutered,2,8/21/21,NORMAL,STRAY,ADOPTION,1,40
A546886,GRAY,Spayed,9,4/18/22,ILL MILD,OWNER SURRENDER,ADOPTION,1,40
A674207,BLACK,Spayed,1,5/7/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,40
A674819,GRAY TABBY,Neutered,3,5/14/22,NORMAL,STRAY,ADOPTION,1,40
A679495,GRAY,Spayed,1,7/11/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,40
A680661,BLACK,Neutered,1,7/22/22,ILL MODERATETE,STRAY,ADOPTION,1,40
A688003,BLACK,Neutered,1,11/4/22,ILL MILD,STRAY,ADOPTION,1,40
A690757,GRAY TABBY,Neutered,0,12/18/22,NORMAL,STRAY,ADOPTION,1,40
A697327,GRAY,Female,0,4/23/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,40
A584240,BLUE,Neutered,16,1/7/17,NORMAL,STRAY,ADOPTION,1,39
A596617,GRAY TABBY,Spayed,7,9/6/17,NORMAL,STRAY,ADOPTION,1,39
A597199,CRM TABBY,Female,6,9/16/17,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A615420,BLACK,Neutered,5,9/30/18,NORMAL,STRAY,ADOPTION,1,39
A616725,SEAL PT,Spayed,5,10/27/18,INJURED  MILD,STRAY,ADOPTION,1,39
A647748,ORG TABBY,Neutered,3,8/26/20,NORMAL,STRAY,ADOPTION,1,39
A648349,LYNX PT,Spayed,4,9/5/20,NORMAL,STRAY,ADOPTION,1,39
A660245,GRAY TABBY,Neutered,2,7/10/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A660243,GRAY,Neutered,2,7/10/21,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A661989,BLACK,Spayed,2,8/18/21,INJURED  MODERATE,STRAY,ADOPTION,1,39
A662189,GRAY,Neutered,2,8/21/21,NORMAL,STRAY,ADOPTION,1,39
A672333,GRAY,Neutered,1,3/26/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A676683,WHITE,Neutered,1,6/4/22,ILL MILD,STRAY,ADOPTION,1,39
A691991,BRN TABBY,Spayed,4,1/18/23,ILL MODERATETE,STRAY,ADOPTION,1,39
A697334,BLACK,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A697335,ORG TABBY,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A697336,WHITE,Spayed,0,4/23/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,39
A698032,BLACK,Spayed,1,5/3/23,ILL MILD,STRAY,ADOPTION,1,39
A601906,ORG TABBY,Neutered,6,4/12/17,ILL MODERATETE,STRAY,ADOPTION,1,38
A596589,BLACK,Spayed,11,9/6/17,NORMAL,STRAY,ADOPTION,1,38
A597639,GRAY TABBY,Spayed,6,9/23/17,NORMAL,STRAY,ADOPTION,1,38
A597638,WHITE,Spayed,6,9/23/17,NORMAL,STRAY,ADOPTION,1,38
A597642,TORTIE DIL,Spayed,6,9/23/17,NORMAL,STRAY,ADOPTION,1,38
A601712,SEAL PT,Spayed,22,1/3/18,NORMAL,OWNER SURRENDER,ADOPTION,1,38
A607556,SEAL PT,Neutered,7,5/13/18,NORMAL,STRAY,ADOPTION,1,38
A611357,WHITE,Female,5,7/20/18,FRACTIOUS,STRAY,ADOPTION,1,38
A614985,ORG TABBY,Female,5,9/20/18,NORMAL,STRAY,ADOPTION,1,38
A615424,BLACK,Neutered,5,9/30/18,NORMAL,STRAY,ADOPTION,1,38
A619904,CALICO,Spayed,9,1/6/19,NORMAL,STRAY,ADOPTION,1,38
A622457,BRN TABBY,Spayed,6,2/24/19,INJURED  SEVERE,STRAY,ADOPTION,1,38
A634772,BRN TABBY,Neutered,4,10/9/19,NORMAL,STRAY,ADOPTION,1,38
A643805,BRN TABBY,Neutered,3,6/17/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,38
A650094,GRAY TABBY,Spayed,3,10/14/20,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,38
A673644,CALICO,Spayed,8,3/9/21,ILL SEVERE,CONFISCATE,ADOPTION,1,38
A662340,TAN,Neutered,2,8/24/21,ILL MILD,STRAY,ADOPTION,1,38
A670906,GRAY,Spayed,2,2/22/22,NORMAL,OWNER SURRENDER,ADOPTION,1,38
A673064,GRAY TABBY,Spayed,1,4/13/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,38
A683266,CALICO,Spayed,1,9/7/22,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,38
A689250,GRAY,Neutered,2,11/22/22,NORMAL,OWNER SURRENDER,ADOPTION,1,38
A695654,CREAM,Neutered,0,3/29/23,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,38
A695636,ORG TABBY,Neutered,3,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,38
A695768,TORTIE,Spayed,3,3/29/23,NORMAL,OWNER SURRENDER,ADOPTION,1,38
A586737,GRAY TABBY,Spayed,9,3/8/17,NORMAL,STRAY,ADOPTION,1,37
A594697,GRAY TABBY,Male,6,8/3/17,INJURED  MILD,STRAY,ADOPTION,1,37
A599271,BLACK,Neutered,9,10/26/17,NORMAL,STRAY,ADOPTION,1,37
A619057,BRN TABBY,Spayed,5,12/19/18,NORMAL,STRAY,ADOPTION,1,37
A623534,GRAY,Neutered,14,3/20/19,NORMAL,STRAY,ADOPTION,1,37
A626865,BLACK,Spayed,4,5/23/19,UNDER AGE/WEIGHT,STRAY,ADOPTION,1,37
