simplified_color,simplified_sex,intake_age,simplified_condition,simplified_type,days_stayed
BLACK,FEMALE,0,INJURED,STRAY,76
BLACK,MALE,2,INJURED,OWNER SURRENDER,268
TABBY,FEMALE,1,NORMAL,STRAY,210
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,62
TABBY,MALE,1,INJURED,STRAY,9
TABBY,MALE,0,ILL MILD,STRAY,56
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,84
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,8
OTHER,MALE,4,NORMAL,STRAY,12
GRAY,MALE,0,UNDER WEIGHT,STRAY,210
BLACK,MALE,0,UNDER WEIGHT,STRAY,210
TABBY,FEMALE,2,NORMAL,STRAY,199
BLACK,FEMALE,0,NORMAL,STRAY,45
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,14
TABBY,FEMALE,0,OTHER,STRAY,159
TABBY,MALE,0,NORMAL,STRAY,10
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,8
BLACK,MALE,0,UNDER WEIGHT,STRAY,66
BLACK,MALE,0,OTHER,STRAY,184
BLACK,FEMALE,0,NORMAL,STRAY,271
BLACK,FEMALE,0,ILL MILD,STRAY,82
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,48
TABBY,MALE,0,NORMAL,STRAY,112
GRAY,FEMALE,0,NORMAL,STRAY,53
TABBY,MALE,0,NORMAL,STRAY,11
BLACK,MALE,4,NORMAL,OWNER SURRENDER,123
TABBY,MALE,0,UNDER WEIGHT,STRAY,62
GRAY,MALE,0,NORMAL,STRAY,99
WHITE,MALE,0,NORMAL,OWNER SURRENDER,143
BLACK,MALE,0,NORMAL,OWNER SURRENDER,210
OTHER,FEMALE,2,NORMAL,STRAY,41
TABBY,MALE,1,NORMAL,STRAY,134
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,30
GRAY,MALE,0,NORMAL,STRAY,4
BLACK,FEMALE,0,NORMAL,STRAY,105
BLACK,FEMALE,2,NORMAL,OWNER SURRENDER,8
BLACK,FEMALE,4,NORMAL,STRAY,15
OTHER,MALE,0,UNDER WEIGHT,STRAY,6
OTHER,FEMALE,0,NORMAL,STRAY,69
BLACK,FEMALE,0,OTHER,STRAY,140
TABBY,MALE,0,NORMAL,STRAY,165
BLACK,FEMALE,4,OTHER,STRAY,128
WHITE,MALE,0,ILL MILD,STRAY,182
OTHER,MALE,1,NORMAL,OWNER SURRENDER,34
OTHER,MALE,1,NORMAL,STRAY,14
BLACK,FEMALE,1,NORMAL,STRAY,52
TABBY,FEMALE,0,NORMAL,STRAY,1
WHITE,MALE,0,UNDER WEIGHT,STRAY,7
TABBY,FEMALE,6,NORMAL,OWNER SURRENDER,120
TABBY,MALE,0,UNDER WEIGHT,STRAY,109
TABBY,MALE,0,NORMAL,STRAY,15
TABBY,FEMALE,0,NORMAL,STRAY,53
BLACK,MALE,5,NORMAL,STRAY,113
GRAY,FEMALE,0,NORMAL,STRAY,43
BLACK,MALE,8,NORMAL,STRAY,212
WHITE,FEMALE,1,NORMAL,STRAY,87
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,15
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,74
TABBY,FEMALE,3,NORMAL,OTHER,48
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,65
BLACK,MALE,0,UNDER WEIGHT,STRAY,236
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,89
GRAY,MALE,0,OTHER,STRAY,34
TABBY,FEMALE,0,NORMAL,STRAY,49
OTHER,FEMALE,0,NORMAL,STRAY,21
TABBY,MALE,0,NORMAL,STRAY,70
WHITE,MALE,0,NORMAL,STRAY,24
TABBY,FEMALE,0,NORMAL,STRAY,67
WHITE,FEMALE,0,NORMAL,STRAY,4
BLACK,FEMALE,8,NORMAL,STRAY,101
TABBY,MALE,0,NORMAL,STRAY,20
OTHER,FEMALE,4,OTHER,OWNER SURRENDER,26
OTHER,MALE,4,INJURED,STRAY,13
TABBY,MALE,1,INJURED,STRAY,11
GRAY,MALE,1,NORMAL,STRAY,13
TABBY,FEMALE,0,ILL MILD,STRAY,14
TABBY,FEMALE,0,OTHER,OTHER,1
TABBY,FEMALE,0,NORMAL,OTHER,14
TABBY,FEMALE,0,NORMAL,OTHER,13
TABBY,MALE,4,NORMAL,STRAY,11
OTHER,FEMALE,0,NORMAL,STRAY,11
OTHER,FEMALE,0,NORMAL,STRAY,30
GRAY,MALE,0,NORMAL,STRAY,9
BLACK,FEMALE,0,NORMAL,STRAY,28
TABBY,MALE,0,ILL MILD,STRAY,11
TABBY,MALE,1,NORMAL,STRAY,13
OTHER,MALE,8,NORMAL,OTHER,19
OTHER,MALE,1,NORMAL,STRAY,10
TABBY,FEMALE,1,NORMAL,OTHER,1
TABBY,FEMALE,2,NORMAL,OWNER SURRENDER,79
GRAY,FEMALE,1,OTHER,STRAY,10
TABBY,FEMALE,2,NORMAL,OWNER SURRENDER,8
OTHER,MALE,0,UNDER WEIGHT,STRAY,4
TABBY,FEMALE,3,NORMAL,STRAY,52
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,35
TABBY,MALE,0,UNDER WEIGHT,STRAY,38
GRAY,MALE,7,NORMAL,STRAY,43
BLACK,MALE,0,NORMAL,STRAY,51
BLACK,MALE,0,NORMAL,STRAY,47
OTHER,FEMALE,0,NORMAL,STRAY,28
TABBY,MALE,7,NORMAL,STRAY,75
WHITE,FEMALE,0,NORMAL,STRAY,70
TABBY,MALE,0,NORMAL,STRAY,31
TABBY,MALE,4,INJURED,STRAY,70
TABBY,MALE,3,NORMAL,OWNER SURRENDER,36
GRAY,MALE,0,NORMAL,STRAY,12
TABBY,FEMALE,1,NORMAL,STRAY,16
WHITE,FEMALE,1,OTHER,STRAY,25
WHITE,MALE,5,OTHER,STRAY,183
BLACK,FEMALE,0,NORMAL,OWNER SURRENDER,20
GRAY,FEMALE,3,NORMAL,OTHER,15
GRAY,MALE,2,OTHER,STRAY,13
TABBY,MALE,0,NORMAL,STRAY,34
TABBY,FEMALE,0,NORMAL,STRAY,34
OTHER,MALE,3,INJURED,STRAY,7
WHITE,FEMALE,0,INJURED,STRAY,20
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,283
BLACK,MALE,5,OTHER,STRAY,51
TABBY,FEMALE,0,NORMAL,STRAY,21
BLACK,FEMALE,5,NORMAL,OTHER,11
BLACK,MALE,0,NORMAL,STRAY,36
BLACK,MALE,6,OTHER,STRAY,23
OTHER,FEMALE,0,NORMAL,STRAY,131
BLACK,MALE,0,NORMAL,STRAY,83
OTHER,MALE,0,NORMAL,STRAY,9
BLACK,MALE,0,NORMAL,STRAY,32
WHITE,MALE,0,NORMAL,STRAY,11
TABBY,MALE,3,NORMAL,STRAY,20
BLACK,MALE,0,UNDER WEIGHT,STRAY,10
GRAY,FEMALE,0,NORMAL,STRAY,8
OTHER,FEMALE,0,NORMAL,STRAY,23
GRAY,MALE,0,NORMAL,OTHER,14
OTHER,MALE,7,OTHER,STRAY,78
WHITE,MALE,1,NORMAL,STRAY,15
OTHER,MALE,0,UNDER WEIGHT,STRAY,62
BLACK,FEMALE,0,OTHER,STRAY,14
BLACK,MALE,0,NORMAL,STRAY,7
BLACK,MALE,0,ILL MILD,STRAY,30
TABBY,FEMALE,1,INJURED,STRAY,10
TABBY,FEMALE,2,OTHER,STRAY,4
TABBY,MALE,0,NORMAL,STRAY,21
GRAY,FEMALE,1,NORMAL,STRAY,13
OTHER,FEMALE,2,NORMAL,STRAY,19
TABBY,FEMALE,1,NORMAL,STRAY,6
OTHER,FEMALE,0,NORMAL,STRAY,5
WHITE,FEMALE,8,NORMAL,OWNER SURRENDER,12
OTHER,FEMALE,0,NORMAL,STRAY,78
BLACK,MALE,0,NORMAL,STRAY,6
WHITE,FEMALE,0,NORMAL,STRAY,6
OTHER,FEMALE,0,NORMAL,STRAY,6
TABBY,FEMALE,0,NORMAL,STRAY,8
TABBY,FEMALE,0,NORMAL,STRAY,5
TABBY,MALE,0,NORMAL,OWNER SURRENDER,28
BLACK,MALE,0,NORMAL,OWNER SURRENDER,8
OTHER,MALE,0,NORMAL,OWNER SURRENDER,5
GRAY,FEMALE,2,NORMAL,OWNER SURRENDER,1
GRAY,MALE,0,UNDER WEIGHT,STRAY,59
TABBY,MALE,0,UNDER WEIGHT,STRAY,113
BLACK,FEMALE,0,OTHER,STRAY,10
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,91
OTHER,FEMALE,0,ILL MILD,STRAY,10
TABBY,MALE,2,INJURED,STRAY,93
OTHER,MALE,0,NORMAL,STRAY,12
BLACK,MALE,0,UNDER WEIGHT,STRAY,102
OTHER,FEMALE,0,NORMAL,STRAY,265
OTHER,FEMALE,0,NORMAL,STRAY,83
BLACK,MALE,3,ILL MILD,STRAY,200
TABBY,MALE,0,NORMAL,STRAY,9
TABBY,MALE,0,NORMAL,STRAY,8
GRAY,FEMALE,0,NORMAL,STRAY,89
TABBY,MALE,0,NORMAL,STRAY,131
TABBY,FEMALE,0,INJURED,STRAY,61
WHITE,FEMALE,0,NORMAL,STRAY,9
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,98
TABBY,MALE,0,NORMAL,STRAY,59
OTHER,FEMALE,3,INJURED,STRAY,138
WHITE,MALE,0,UNDER WEIGHT,STRAY,48
TABBY,MALE,0,NORMAL,STRAY,20
BLACK,MALE,0,NORMAL,STRAY,151
WHITE,MALE,4,NORMAL,STRAY,37
TABBY,FEMALE,0,INJURED,STRAY,56
TABBY,MALE,0,UNDER WEIGHT,STRAY,78
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,85
GRAY,MALE,3,NORMAL,OTHER,41
OTHER,MALE,0,NORMAL,STRAY,50
TABBY,MALE,0,NORMAL,STRAY,45
TABBY,FEMALE,0,NORMAL,STRAY,14
OTHER,FEMALE,0,NORMAL,STRAY,0
GRAY,FEMALE,0,NORMAL,STRAY,45
TABBY,MALE,0,UNDER WEIGHT,STRAY,111
TABBY,FEMALE,0,NORMAL,STRAY,68
OTHER,FEMALE,0,OTHER,STRAY,65
WHITE,FEMALE,0,NORMAL,STRAY,131
TABBY,MALE,0,NORMAL,STRAY,264
WHITE,FEMALE,0,UNDER WEIGHT,STRAY,22
BLACK,MALE,8,NORMAL,OTHER,73
TABBY,MALE,0,NORMAL,OTHER,224
OTHER,MALE,1,NORMAL,OWNER SURRENDER,42
WHITE,MALE,6,NORMAL,STRAY,73
OTHER,FEMALE,0,NORMAL,STRAY,8
OTHER,FEMALE,0,NORMAL,STRAY,2
OTHER,MALE,3,INJURED,STRAY,36
BLACK,MALE,0,ILL MILD,OWNER SURRENDER,144
WHITE,MALE,1,NORMAL,OWNER SURRENDER,238
BLACK,FEMALE,0,NORMAL,STRAY,6
GRAY,FEMALE,0,NORMAL,OWNER SURRENDER,15
TABBY,MALE,0,NORMAL,STRAY,6
OTHER,MALE,3,NORMAL,OWNER SURRENDER,16
BLACK,MALE,2,NORMAL,OWNER SURRENDER,20
BLACK,MALE,0,NORMAL,OWNER SURRENDER,135
BLACK,FEMALE,4,ILL MILD,OWNER SURRENDER,3
TABBY,MALE,4,NORMAL,OTHER,14
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,97
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,127
OTHER,MALE,1,OTHER,OWNER SURRENDER,126
BLACK,MALE,1,INJURED,STRAY,20
BLACK,FEMALE,4,NORMAL,OWNER SURRENDER,13
TABBY,MALE,1,NORMAL,STRAY,122
OTHER,FEMALE,0,NORMAL,OWNER SURRENDER,95
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,69
TABBY,MALE,0,UNDER WEIGHT,STRAY,67
TABBY,MALE,2,NORMAL,STRAY,280
GRAY,MALE,3,NORMAL,OWNER SURRENDER,34
BLACK,MALE,1,NORMAL,OWNER SURRENDER,52
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,40
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,2
TABBY,FEMALE,0,INJURED,STRAY,9
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,0
BLACK,FEMALE,1,NORMAL,OWNER SURRENDER,78
TABBY,MALE,1,ILL MILD,STRAY,13
TABBY,MALE,0,NORMAL,OTHER,151
TABBY,MALE,0,UNDER WEIGHT,STRAY,60
TABBY,MALE,0,UNDER WEIGHT,STRAY,67
TABBY,FEMALE,0,NORMAL,STRAY,16
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,69
TABBY,MALE,0,UNDER WEIGHT,STRAY,30
OTHER,FEMALE,0,ILL MILD,STRAY,13
BLACK,MALE,8,OTHER,OWNER SURRENDER,123
BLACK,MALE,0,UNDER WEIGHT,STRAY,9
BLACK,MALE,0,NORMAL,STRAY,5
WHITE,MALE,0,ILL MILD,STRAY,12
BLACK,FEMALE,0,ILL MILD,STRAY,52
BLACK,FEMALE,0,NORMAL,OTHER,120
BLACK,MALE,0,NORMAL,STRAY,43
TABBY,FEMALE,3,OTHER,OWNER SURRENDER,192
WHITE,FEMALE,0,UNDER WEIGHT,STRAY,56
GRAY,MALE,0,ILL MILD,STRAY,23
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,53
OTHER,MALE,0,UNDER WEIGHT,STRAY,15
TABBY,MALE,0,INJURED,STRAY,23
TABBY,MALE,0,OTHER,OTHER,32
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,40
TABBY,MALE,0,NORMAL,STRAY,9
WHITE,MALE,4,INJURED,STRAY,77
OTHER,FEMALE,3,NORMAL,STRAY,6
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,77
BLACK,MALE,0,NORMAL,STRAY,1
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,3
GRAY,FEMALE,0,NORMAL,STRAY,9
GRAY,MALE,0,UNDER WEIGHT,STRAY,27
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,15
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,38
TABBY,MALE,2,INJURED,STRAY,103
GRAY,FEMALE,0,NORMAL,OTHER,1
TABBY,MALE,0,ILL MILD,STRAY,25
WHITE,FEMALE,0,NORMAL,STRAY,5
BLACK,MALE,0,ILL MILD,STRAY,35
WHITE,FEMALE,0,ILL MILD,STRAY,35
GRAY,MALE,0,UNDER WEIGHT,STRAY,24
OTHER,MALE,1,ILL MILD,STRAY,13
BLACK,MALE,3,INJURED,STRAY,21
TABBY,MALE,0,UNDER WEIGHT,STRAY,32
OTHER,FEMALE,1,NORMAL,OWNER SURRENDER,30
TABBY,MALE,0,UNDER WEIGHT,STRAY,14
TABBY,FEMALE,0,INJURED,STRAY,99
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,32
TABBY,MALE,4,INJURED,STRAY,87
TABBY,FEMALE,0,NORMAL,OTHER,0
GRAY,MALE,0,OTHER,STRAY,55
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,34
TABBY,FEMALE,0,NORMAL,STRAY,9
TABBY,MALE,0,INJURED,STRAY,13
WHITE,MALE,0,OTHER,STRAY,58
BLACK,MALE,0,NORMAL,STRAY,92
BLACK,FEMALE,0,NORMAL,STRAY,29
BLACK,FEMALE,0,NORMAL,STRAY,128
GRAY,MALE,0,UNDER WEIGHT,STRAY,5
BLACK,FEMALE,0,NORMAL,STRAY,24
OTHER,FEMALE,0,INJURED,STRAY,33
GRAY,MALE,0,OTHER,STRAY,8
OTHER,FEMALE,0,NORMAL,STRAY,5
TABBY,MALE,2,NORMAL,OWNER SURRENDER,7
BLACK,FEMALE,9,NORMAL,OTHER,20
GRAY,MALE,4,NORMAL,OTHER,22
GRAY,MALE,4,INJURED,STRAY,16
TABBY,MALE,4,OTHER,STRAY,49
BLACK,MALE,4,ILL SEVERE,STRAY,174
TABBY,MALE,0,NORMAL,OWNER SURRENDER,3
OTHER,MALE,0,UNDER WEIGHT,STRAY,84
BLACK,FEMALE,7,NORMAL,OTHER,9
BLACK,FEMALE,0,OTHER,STRAY,122
BLACK,FEMALE,4,NORMAL,OWNER SURRENDER,109
BLACK,FEMALE,3,INJURED,STRAY,74
OTHER,MALE,0,NORMAL,STRAY,68
OTHER,FEMALE,1,NORMAL,STRAY,36
WHITE,FEMALE,0,INJURED,STRAY,5
OTHER,FEMALE,0,NORMAL,STRAY,8
GRAY,MALE,0,UNDER WEIGHT,STRAY,1
BLACK,MALE,0,OTHER,STRAY,37
TABBY,MALE,0,UNDER WEIGHT,STRAY,39
TABBY,MALE,0,UNDER WEIGHT,STRAY,4
TABBY,MALE,4,NORMAL,STRAY,168
GRAY,MALE,0,ILL MILD,STRAY,43
OTHER,FEMALE,0,NORMAL,STRAY,12
OTHER,FEMALE,0,NORMAL,STRAY,8
GRAY,MALE,0,UNDER WEIGHT,STRAY,55
WHITE,FEMALE,0,NORMAL,STRAY,80
TABBY,MALE,0,ILL MILD,STRAY,23
OTHER,MALE,0,INJURED,STRAY,16
GRAY,MALE,1,INJURED,STRAY,21
TABBY,MALE,0,OTHER,STRAY,93
BLACK,MALE,0,UNDER WEIGHT,STRAY,52
WHITE,MALE,0,NORMAL,STRAY,66
WHITE,FEMALE,0,NORMAL,STRAY,56
WHITE,FEMALE,4,OTHER,STRAY,36
OTHER,FEMALE,1,NORMAL,OTHER,17
OTHER,FEMALE,0,NORMAL,STRAY,48
OTHER,MALE,0,NORMAL,STRAY,90
TABBY,FEMALE,0,OTHER,OWNER SURRENDER,46
BLACK,FEMALE,0,NORMAL,STRAY,75
TABBY,MALE,0,ILL MILD,STRAY,42
WHITE,MALE,2,ILL MILD,STRAY,7
OTHER,FEMALE,9,OTHER,OWNER SURRENDER,72
OTHER,FEMALE,7,NORMAL,OWNER SURRENDER,7
BLACK,FEMALE,3,NORMAL,STRAY,108
GRAY,FEMALE,7,ILL MILD,OWNER SURRENDER,40
TABBY,FEMALE,5,NORMAL,OWNER SURRENDER,144
GRAY,MALE,2,NORMAL,OWNER SURRENDER,3
OTHER,FEMALE,0,NORMAL,STRAY,27
OTHER,MALE,6,NORMAL,STRAY,6
BLACK,MALE,3,NORMAL,STRAY,297
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,5
TABBY,MALE,0,OTHER,STRAY,22
BLACK,FEMALE,3,NORMAL,STRAY,16
OTHER,FEMALE,0,NORMAL,OWNER SURRENDER,68
GRAY,MALE,6,NORMAL,OWNER SURRENDER,146
TABBY,MALE,3,NORMAL,STRAY,8
BLACK,FEMALE,0,NORMAL,STRAY,56
TABBY,MALE,2,NORMAL,STRAY,124
TABBY,FEMALE,0,NORMAL,STRAY,76
TABBY,MALE,0,UNDER WEIGHT,STRAY,43
BLACK,MALE,0,UNDER WEIGHT,STRAY,75
GRAY,FEMALE,0,OTHER,STRAY,50
OTHER,FEMALE,8,OTHER,OWNER SURRENDER,22
BLACK,FEMALE,0,ILL MILD,STRAY,30
BLACK,MALE,3,NORMAL,STRAY,81
TABBY,FEMALE,0,NORMAL,STRAY,13
TABBY,FEMALE,0,NORMAL,STRAY,14
GRAY,FEMALE,0,NORMAL,STRAY,13
GRAY,MALE,4,NORMAL,OWNER SURRENDER,43
TABBY,MALE,0,INJURED,STRAY,37
BLACK,MALE,0,NORMAL,STRAY,20
OTHER,MALE,2,NORMAL,STRAY,9
TABBY,FEMALE,0,NORMAL,STRAY,6
TABBY,FEMALE,0,NORMAL,STRAY,14
TABBY,MALE,0,NORMAL,STRAY,12
OTHER,MALE,0,NORMAL,STRAY,10
OTHER,FEMALE,0,OTHER,STRAY,35
OTHER,FEMALE,0,NORMAL,STRAY,50
TABBY,FEMALE,0,NORMAL,STRAY,39
BLACK,FEMALE,4,NORMAL,OWNER SURRENDER,90
BLACK,MALE,0,UNDER WEIGHT,STRAY,99
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,39
TABBY,FEMALE,0,NORMAL,STRAY,38
TABBY,FEMALE,0,OTHER,STRAY,21
WHITE,MALE,4,NORMAL,STRAY,128
OTHER,FEMALE,0,OTHER,STRAY,45
TABBY,FEMALE,2,NORMAL,STRAY,70
OTHER,FEMALE,0,NORMAL,STRAY,30
TABBY,MALE,4,NORMAL,STRAY,65
WHITE,MALE,4,NORMAL,STRAY,25
BLACK,FEMALE,0,NORMAL,OWNER SURRENDER,5
OTHER,FEMALE,0,NORMAL,OWNER SURRENDER,15
OTHER,FEMALE,0,NORMAL,STRAY,9
TABBY,MALE,0,OTHER,STRAY,38
TABBY,MALE,8,NORMAL,OWNER SURRENDER,15
TABBY,MALE,0,NORMAL,STRAY,56
OTHER,FEMALE,3,NORMAL,OWNER SURRENDER,0
OTHER,MALE,1,NORMAL,OWNER SURRENDER,45
BLACK,MALE,1,NORMAL,STRAY,115
GRAY,MALE,4,NORMAL,OWNER SURRENDER,3
GRAY,FEMALE,2,ILL MILD,OWNER SURRENDER,196
TABBY,MALE,1,NORMAL,STRAY,29
TABBY,FEMALE,0,OTHER,STRAY,98
OTHER,FEMALE,1,NORMAL,STRAY,126
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,16
TABBY,MALE,0,UNDER WEIGHT,STRAY,3
BLACK,FEMALE,0,NORMAL,OWNER SURRENDER,24
GRAY,FEMALE,0,NORMAL,OWNER SURRENDER,12
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,254
OTHER,FEMALE,1,NORMAL,STRAY,35
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,28
BLACK,FEMALE,0,NORMAL,STRAY,11
TABBY,FEMALE,0,NORMAL,STRAY,65
TABBY,MALE,0,NORMAL,STRAY,84
GRAY,MALE,1,NORMAL,OTHER,25
TABBY,MALE,4,NORMAL,OWNER SURRENDER,82
TABBY,MALE,0,ILL MILD,STRAY,80
TABBY,MALE,7,INJURED,STRAY,25
BLACK,MALE,0,NORMAL,STRAY,102
TABBY,MALE,0,NORMAL,STRAY,102
TABBY,MALE,0,NORMAL,STRAY,86
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,59
TABBY,FEMALE,3,NORMAL,STRAY,91
TABBY,FEMALE,0,NORMAL,STRAY,38
OTHER,FEMALE,3,NORMAL,STRAY,2
TABBY,FEMALE,0,NORMAL,STRAY,99
BLACK,MALE,0,NORMAL,STRAY,21
OTHER,FEMALE,0,NORMAL,STRAY,24
OTHER,MALE,0,ILL MILD,STRAY,60
TABBY,FEMALE,0,NORMAL,STRAY,19
TABBY,FEMALE,3,NORMAL,STRAY,71
OTHER,FEMALE,0,INJURED,STRAY,39
TABBY,FEMALE,3,NORMAL,STRAY,111
TABBY,MALE,0,UNDER WEIGHT,STRAY,24
BLACK,MALE,0,NORMAL,STRAY,35
OTHER,MALE,9,NORMAL,OWNER SURRENDER,18
TABBY,MALE,0,NORMAL,STRAY,7
TABBY,FEMALE,0,NORMAL,STRAY,37
BLACK,MALE,1,OTHER,STRAY,92
OTHER,MALE,4,INJURED,STRAY,16
BLACK,FEMALE,0,NORMAL,STRAY,12
OTHER,MALE,4,NORMAL,STRAY,11
OTHER,MALE,7,NORMAL,STRAY,20
BLACK,MALE,0,OTHER,STRAY,33
OTHER,MALE,6,NORMAL,OWNER SURRENDER,3
GRAY,FEMALE,4,NORMAL,STRAY,110
OTHER,FEMALE,7,OTHER,STRAY,69
OTHER,FEMALE,1,NORMAL,OWNER SURRENDER,3
OTHER,FEMALE,3,NORMAL,STRAY,25
OTHER,FEMALE,0,NORMAL,STRAY,9
WHITE,MALE,1,INJURED,STRAY,59
TABBY,MALE,0,NORMAL,STRAY,43
GRAY,FEMALE,0,NORMAL,OWNER SURRENDER,68
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,101
BLACK,FEMALE,0,NORMAL,STRAY,13
GRAY,MALE,0,UNDER WEIGHT,STRAY,23
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,61
TABBY,FEMALE,2,OTHER,STRAY,21
OTHER,MALE,0,NORMAL,STRAY,12
BLACK,MALE,0,UNDER WEIGHT,OWNER SURRENDER,0
TABBY,MALE,0,NORMAL,STRAY,2
GRAY,FEMALE,2,NORMAL,STRAY,294
GRAY,MALE,0,UNDER WEIGHT,STRAY,215
TABBY,MALE,0,UNDER WEIGHT,STRAY,137
GRAY,MALE,0,NORMAL,STRAY,87
WHITE,FEMALE,0,UNDER WEIGHT,OTHER,202
TABBY,MALE,0,NORMAL,STRAY,3
OTHER,FEMALE,3,NORMAL,STRAY,4
OTHER,MALE,0,UNDER WEIGHT,STRAY,154
GRAY,FEMALE,0,ILL MILD,STRAY,54
BLACK,FEMALE,0,NORMAL,STRAY,22
OTHER,MALE,0,NORMAL,STRAY,9
GRAY,FEMALE,1,NORMAL,STRAY,7
TABBY,MALE,0,UNDER WEIGHT,STRAY,2
TABBY,MALE,0,UNDER WEIGHT,STRAY,6
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,2
TABBY,MALE,0,NORMAL,STRAY,182
GRAY,FEMALE,0,NORMAL,STRAY,140
BLACK,FEMALE,1,NORMAL,STRAY,84
BLACK,FEMALE,0,NORMAL,STRAY,18
BLACK,MALE,0,NORMAL,STRAY,194
WHITE,FEMALE,0,NORMAL,STRAY,50
WHITE,FEMALE,1,NORMAL,STRAY,21
GRAY,FEMALE,0,NORMAL,STRAY,231
GRAY,FEMALE,0,NORMAL,STRAY,12
OTHER,FEMALE,0,NORMAL,STRAY,27
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,185
TABBY,MALE,0,NORMAL,STRAY,24
BLACK,MALE,0,UNDER WEIGHT,STRAY,1
TABBY,FEMALE,0,NORMAL,STRAY,28
OTHER,FEMALE,2,NORMAL,STRAY,14
OTHER,MALE,0,NORMAL,STRAY,125
TABBY,FEMALE,0,UNDER WEIGHT,STRAY,150
TABBY,FEMALE,0,NORMAL,STRAY,132
BLACK,FEMALE,4,OTHER,OWNER SURRENDER,115
OTHER,MALE,1,NORMAL,OWNER SURRENDER,137
TABBY,FEMALE,0,NORMAL,STRAY,71
GRAY,MALE,0,NORMAL,STRAY,13
TABBY,MALE,0,UNDER WEIGHT,STRAY,26
OTHER,MALE,4,NORMAL,STRAY,124
BLACK,MALE,0,UNDER WEIGHT,STRAY,212
BLACK,MALE,0,UNDER WEIGHT,STRAY,120
BLACK,FEMALE,0,UNDER WEIGHT,STRAY,120
TABBY,FEMALE,0,ILL SEVERE,STRAY,71
TABBY,MALE,4,NORMAL,OWNER SURRENDER,128
TABBY,FEMALE,2,NORMAL,STRAY,134
OTHER,MALE,1,NORMAL,OWNER SURRENDER,105
TABBY,FEMALE,1,NORMAL,STRAY,92
TABBY,FEMALE,0,INJURED,STRAY,192
TABBY,FEMALE,0,NORMAL,STRAY,86
TABBY,MALE,0,UNDER WEIGHT,STRAY,69
BLACK,MALE,0,UNDER WEIGHT,STRAY,108
GRAY,FEMALE,0,UNDER WEIGHT,STRAY,68
BLACK,FEMALE,2,NORMAL,STRAY,88
TABBY,FEMALE,0,NORMAL,STRAY,50
TABBY,FEMALE,0,OTHER,OTHER,65
TABBY,FEMALE,0,NORMAL,STRAY,58
BLACK,MALE,0,NORMAL,STRAY,99
TABBY,MALE,9,NORMAL,OTHER,15
GRAY,MALE,4,NORMAL,STRAY,7
TABBY,MALE,0,NORMAL,STRAY,4
OTHER,FEMALE,0,NORMAL,STRAY,35
GRAY,FEMALE,0,NORMAL,STRAY,11
TABBY,MALE,0,NORMAL,STRAY,35
TABBY,MALE,8,ILL SEVERE,STRAY,27
TABBY,MALE,0,NORMAL,STRAY,43
TABBY,FEMALE,0,NORMAL,STRAY,17
BLACK,FEMALE,0,OTHER,STRAY,35
GRAY,MALE,9,INJURED,STRAY,32
BLACK,MALE,0,NORMAL,STRAY,30
OTHER,FEMALE,4,INJURED,STRAY,62
WHITE,MALE,2,OTHER,STRAY,19
TABBY,MALE,4,NORMAL,STRAY,14
