intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,1,50
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,5,10
Stray,Injured,Male,Domestic_Shorthair_Mix,White_Mix,Solid,4,96
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,5,5
Stray,Sick,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,19
Owner_Surrender,Normal,Female,Other,Other,Solid,168,28
Stray,Sick,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,34
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,12,50
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,59
Owner_Surrender,Normal,Male,Other,Brown,Tabby,5,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,87
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,35
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,3,17
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,6,18
Owner_Surrender,Normal,Male,Other,Brown,Tabby,1,3
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,7,10
Stray,Sick,Male,Other,Blue,Solid,24,41
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,4,5
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,48,22
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Tabby,4,21
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,77
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,97
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,43
Stray,Normal,Female,Other,Black,Solid,1,18
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,3,14
Stray,Normal,Female,Domestic_Shorthair,Black,Tabby,0,135
Owner_Surrender,Normal,Male,Other,Brown,Tabby,3,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,5,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,52
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,21
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Other,8,6
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,4
Stray,Pregnant,Female,Other,Black_N_White,Solid,12,37
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,45
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,1,61
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,12,7
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,36,24
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,24,2
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,51
Stray,Normal,Female,Other,Brown,Tabby,1,39
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,61
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,3,5
Owner_Surrender,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,36,68
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,8,8
Stray,Normal,Female,Other,Blue,Tabby,1,51
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,49
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Other,24,6
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,0,61
Other,Normal,Male,Other,Black_N_White,Solid,1,41
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Tabby,1,59
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,24,5
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,84,22
Stray,Normal,Female,Other,Black_N_White,Solid,1,73
Stray,Injured,Male,Domestic_Shorthair_Mix,Black,Solid,12,71
Stray,Sick,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,75
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,7,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,46
Stray,Normal,Male,Other,Black_N_White,Solid,2,55
Stray,Normal,Male,Other,Black,Solid,1,4
Stray,Injured,Male,Domestic_Shorthair_Mix,Blue,Tabby,2,3
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,24
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,4,2
Stray,Normal,Male,Other,Orange,Tabby,24,9
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,2,2
Stray,Normal,Female,Other,Orange,Tabby,1,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,60,4
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,12,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,2,3
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Other,48,12
Owner_Surrender,Normal,Male,Other,Orange,Tabby,12,27
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,0,59
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,0,106
Stray,Normal,Female,Other,White_Mix,Solid,3,9
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,12,8
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,88
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,1,2
Stray,Normal,Male,Other,Other,Other,48,17
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,31
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,2,57
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Other,1,99
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,12,5
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,11
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,2,11
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,0,49
Stray,Injured,Female,Other,Calico_or_Calico_mix,Solid,1,30
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,8,5
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,5,10
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,23
Stray,Normal,Female,Other,Blue,Solid,1,28
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,12,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,77
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,2,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,5,0
Owner_Surrender,Normal,Male,Other,Black,Other,1,4
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,15
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,104
Stray,Normal,Male,Other,Other,Other,1,75
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,4,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,55
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,1,19
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,6,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,1,3
Stray,Other,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,41
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,36,43
Stray,Sick,Female,Other,Orange,Tabby,180,8
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Other,2,28
Stray,Normal,Female,Other,Brown,Tabby,24,75
Stray,Nursing,Female,Domestic_Shorthair_Mix,Blue,Solid,108,46
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,84,13
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,139
Stray,Nursing,Male,Other,Other,Other,1,38
Stray,Nursing,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,86
Stray,Normal,Female,Other,Other,Solid,24,7
Stray,Normal,Female,Other,Other,Solid,2,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,41
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,4,5
Stray,Nursing,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,54
Stray,Injured,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,72,24
Other,Normal,Male,Other,Black,Solid,1,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,2,35
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,27
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,10,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,79
Stray,Normal,Male,Other,Black_N_White,Solid,3,6
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,2,17
Stray,Injured,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,24,63
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,9
Owner_Surrender,Normal,Female,Other,Other,Other,4,2
Stray,Normal,Female,Other,Other,Other,1,8
Stray,Normal,Male,Other,Other,Other,3,81
Stray,Nursing,Male,Domestic_Shorthair_Mix,Orange,Tabby,0,72
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,12,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,102
Stray,Nursing,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,46
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Other,1,37
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,14
Stray,Injured,Male,Other,Brown,Tabby,36,86
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,71
Stray,Injured,Female,Other,Other,Other,2,116
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,57
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,10
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,2,19
Stray,Normal,Female,Other,Other,Solid,48,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,16
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Solid,3,10
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,72,94
Stray,Normal,Female,Other,Black_N_White,Solid,96,41
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,5,25
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,99
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,48
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,49
Stray,Normal,Male,Other,Blue,Tabby,4,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,12,12
Stray,Normal,Male,Other,Brown,Tabby,1,21
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,1,34
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Tabby,1,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,75
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,2,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,21
Stray,Normal,Male,Other,Brown,Tabby,2,6
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,2,12
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,19
Stray,Nursing,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,94
Stray,Normal,Female,Other,Black_N_White,Solid,1,31
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,12,7
Stray,Nursing,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,95
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,28
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,0,58
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,2,55
Owner_Surrender,Sick,Male,Domestic_Shorthair_Mix,Orange,Tabby,3,5
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,120,7
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,10
Owner_Surrender,Normal,Male,Other,Brown,Tabby,9,6
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,2,17
Stray,Normal,Male,Other,White_Mix,Solid,1,30
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,34
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,1,35
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,24,23
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,36,29
Stray,Sick,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,48,71
Stray,Nursing,Male,Domestic_Shorthair_Mix,Blue,Tabby,0,115
Owner_Surrender,Normal,Male,Other,Other,Other,120,52
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,25
Stray,Nursing,Male,Domestic_Shorthair_Mix,Black,Solid,0,97
Stray,Injured,Female,Other,White_Mix,Tabby,1,53
Owner_Surrender,Normal,Female,Other,Other,Other,1,50
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,49
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,9,11
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,5,4
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,5
Stray,Normal,Female,Domestic_Shorthair,Black,Tabby,0,85
Stray,Nursing,Male,Other,Blue,Tabby,0,96
Stray,Injured,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,36
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,52
Stray,Injured,Female,Other,Blue,Other,120,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,7
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Other,Other,120,9
Stray,Normal,Male,Other,Black_N_White,Solid,3,9
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,103
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,25
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,6,7
Stray,Injured,Male,Other,Brown,Tabby,1,72
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,70
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,82
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,12,4
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,35
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,31
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,120,24
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,9
Stray,Injured,Male,Other,Other,Other,9,14
Stray,Normal,Female,Other,Orange,Tabby,1,66
Owner_Surrender,Normal,Male,Domestic_Shorthair,Blue,Tabby,5,3
Stray,Normal,Female,Other,Black_N_White,Solid,6,6
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,0,113
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,2,3
Other,Normal,Female,Other,Black,Solid,24,88
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,10,8
Owner_Surrender,Normal,Male,Other,Black,Solid,1,1
Stray,Normal,Female,Other,Orange,Tabby,2,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,168,101
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,3,15
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,1,37
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Solid,2,5
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,19
Stray,Nursing,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,5
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,0,62
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,72,16
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,12
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,24,57
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,65
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,7,6
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,24,81
Stray,Normal,Male,Other,Other,Solid,1,4
Stray,Normal,Male,Other,Other,Tabby,1,23
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,46
Owner_Surrender,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,2,3
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Other,36,18
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,5
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,6,5
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,3,32
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,5,27
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,72,11
Other,Normal,Male,Other,Other,Solid,120,8
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,39
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Tabby,2,73
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,96,14
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,6,0
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,11
Stray,Injured,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,1,50
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,36,0
Stray,Normal,Male,Other,Other,Solid,1,42
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,48,3
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,48,4
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,33
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,96,20
Stray,Normal,Female,Other,Calico_or_Calico_mix,Other,36,7
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,86
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,4,11
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,26
Owner_Surrender,Aged,Male,Domestic_Shorthair_Mix,Other,Tabby,144,27
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,1,66
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,1,45
Stray,Injured,Female,Domestic_Shorthair_Mix,Brown,Tabby,4,61
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,43
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,1
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,2,65
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,11
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,2,6
Stray,Normal,Female,Other,Black,Other,1,46
Stray,Normal,Female,Other,Black,Other,2,9
Owner_Surrender,Normal,Male,Other,Black,Solid,24,25
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,24,27
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,1,8
Stray,Normal,Male,Other,Other,Tabby,1,43
Other,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,12,8
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,19
Stray,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,2,96
Owner_Surrender,Normal,Female,Other,White_Mix,Solid,4,3
Stray,Normal,Female,Other,Blue,Tabby,0,133
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,33
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,13
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,24,19
Stray,Injured,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,12,60
Stray,Normal,Female,Other,White_Mix,Tabby,1,22
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,24,14
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,12,62
Stray,Normal,Male,Other,Blue,Other,1,5
Stray,Injured,Male,Domestic_Shorthair_Mix,Other,Tabby,1,16
Owner_Surrender,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,96,19
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,24,4
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,96,16
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,15
Stray,Injured,Male,Other,Other,Other,156,30
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,12,67
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,12,24
Stray,Normal,Female,Other,Black,Solid,1,45
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,1,37
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,10,3
Stray,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,1,59
Owner_Surrender,Normal,Male,Other,Brown,Tabby,180,7
Stray,Nursing,Female,Domestic_Shorthair_Mix,White_Mix,Solid,1,58
Stray,Aged,Female,Domestic_Shorthair_Mix,Brown,Tabby,180,28
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,60,18
Stray,Nursing,Female,Domestic_Shorthair_Mix,Blue,Other,24,122
Owner_Surrender,Normal,Male,Other,Brown,Tabby,2,1
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Solid,1,38
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,9
Stray,Sick,Female,Domestic_Shorthair_Mix,Other,Tabby,6,37
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,96,31
Stray,Normal,Female,Other,White_Mix,Solid,1,6
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Other,108,2
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,3,4
Other,Normal,Female,Other,Black,Solid,9,24
Stray,Injured,Male,Domestic_Shorthair_Mix,Brown,Tabby,4,23
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,2,13
Stray,Injured,Male,Domestic_Shorthair_Mix,White_Mix,Solid,24,96
Stray,Normal,Female,Other,Brown,Tabby,1,38
Stray,Injured,Male,Domestic_Shorthair_Mix,Black,Solid,1,71
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,19
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,1,8
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,10
Stray,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,3,4
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,5,58
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,12
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,120
Stray,Normal,Female,Domestic_Shorthair_Mix,Black,Solid,1,15
Stray,Normal,Female,Other,Black_N_White,Solid,1,134
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,1,30
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,72,18
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,5,11
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,4,3
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Orange,Tabby,1,17
Stray,Nursing,Male,Domestic_Shorthair_Mix,Other,Tabby,0,97
Stray,Normal,Female,Other,Other,Other,0,65
Stray,Normal,Male,Other,Other,Other,0,64
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,48,16
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,9,30
Owner_Surrender,Normal,Male,Other,Orange,Tabby,72,55
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,84,18
Stray,Normal,Female,Other,Other,Tabby,2,5
Stray,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Tabby,1,27
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,120,42
Stray,Normal,Female,Other,Other,Other,48,33
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,23
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,1,7
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,2,35
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,3,4
Stray,Normal,Male,Other,Blue,Other,1,21
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,White_Mix,Solid,12,132
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,1,29
Stray,Normal,Female,Other,Other,Other,1,7
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Tabby,24,133
Stray,Normal,Female,Domestic_Shorthair_Mix,Black_N_White,Solid,9,4
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,1,5
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,12,24
Owner_Surrender,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,0
Stray,Sick,Female,Domestic_Shorthair_Mix,Brown,Tabby,24,17
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,1,1
