intake_type,intake_condition,sex_intake,breed,CoatColor,CoatPattern,age_intake_months,stay_length
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,56
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,74
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,38
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,60
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,10
Stray,Normal,Female,Other,Other,Other,7,4
Stray,Normal,Female,Domestic_Shorthair,Other,Other,2,4
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,10
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Other,24,21
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,8,7
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,8,5
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,8,7
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,0,70
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,24,27
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,89
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,0,127
Other,Normal,Female,Domestic_Shorthair,Black,Solid,1,43
Other,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,57
Other,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,43
Other,Normal,Male,Domestic_Shorthair,Black,Solid,1,43
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,8,5
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,9
Owner_Surrender,Normal,Male,Domestic_Shorthair,Blue,Tabby,24,6
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,12,11
Other,Normal,Female,Domestic_Shorthair,Blue,Solid,48,24
Owner_Surrender,Normal,Female,Other,Brown,Tabby,12,67
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,62
Other,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,24,37
Stray,Injured,Female,Domestic_Shorthair,Orange,Tabby,1,49
Stray,Normal,Male,Other,Other,Tabby,2,18
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,1,32
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,24,126
Stray,Injured,Male,Other,White_Mix,Solid,12,9
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,12,15
Other,Normal,Male,Domestic_Shorthair,Other,Solid,24,46
Owner_Surrender,Normal,Female,Other,White_Mix,Solid,11,16
Other,Normal,Female,Domestic_Shorthair,Brown,Tabby,24,62
Other,Normal,Male,Domestic_Shorthair,Black,Solid,84,46
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,31
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,31
Owner_Surrender,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,7
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,24,10
Other,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,24,94
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,24,146
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,62
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,12,21
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,8,12
Other,Normal,Female,Domestic_Shorthair,Orange,Tabby,24,53
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,44
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,2,44
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,2,11
Stray,Injured,Female,Domestic_Shorthair,Brown,Tabby,1,41
Stray,Normal,Male,Other,Black_N_White,Solid,1,52
Owner_Surrender,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,62
Stray,Normal,Male,Other,Orange,Tabby,24,23
Stray,Neonatal,Female,Domestic_Shorthair,Black,Solid,0,66
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,53
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,3,12
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,12,8
Stray,Injured,Female,Other,Tortie_or_Tortie_mix,Other,24,23
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,24,8
Owner_Surrender,Normal,Male,Other,Black_N_White,Solid,2,9
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,2,9
Owner_Surrender,Normal,Male,Other,Other,Tabby,5,22
Stray,Normal,Male,Domestic_Shorthair,Other,Other,1,29
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,9,6
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,8
Stray,Normal,Female,Other,Other,Other,24,35
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,122
Stray,Normal,Female,Other,Other,Solid,12,5
Stray,Neonatal,Male,Domestic_Shorthair,Orange,Solid,0,103
Stray,Neonatal,Male,Domestic_Shorthair,Other,Tabby,0,103
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,0,104
Stray,Neonatal,Male,Domestic_Shorthair,Orange,Tabby,0,124
Stray,Normal,Male,Other,Orange,Tabby,108,15
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,81
Stray,Normal,Male,Other,Brown,Tabby,1,81
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,0,56
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,0,57
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,0,73
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,56
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,51
Stray,Normal,Female,Other,Black_N_White,Solid,1,51
Owner_Surrender,Normal,Male,Other,White_Mix,Tabby,1,19
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,21
Owner_Surrender,Normal,Male,Other,Brown,Tabby,1,18
Stray,Sick,Female,Other,Tortie_or_Tortie_mix,Solid,1,76
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,2,54
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,3,11
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,2,11
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,1,48
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,94
Other,Normal,Female,Domestic_Shorthair,Other,Tabby,0,86
Other,Normal,Male,Domestic_Shorthair,White_Mix,Solid,0,54
Other,Normal,Female,Domestic_Shorthair,White_Mix,Solid,0,53
Other,Normal,Male,Domestic_Shorthair,White_Mix,Solid,0,53
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,24,64
Stray,Injured,Male,Domestic_Shorthair,Black_N_White,Solid,1,23
Stray,Normal,Male,Domestic_Shorthair,Other,Solid,2,33
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,2,33
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,24,7
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,0,102
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,2,50
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,30
Stray,Normal,Male,Other,Black,Other,1,27
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,45
Stray,Sick,Female,Other,Tortie_or_Tortie_mix,Other,1,44
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,12,28
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,1,29
Stray,Injured,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,16
Stray,Sick,Male,Domestic_Shorthair,Brown,Tabby,1,23
Stray,Normal,Female,Other,Torbie_or_Torbie_mix,Solid,1,39
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,12,28
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,47
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,64
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,57
Stray,Sick,Male,Domestic_Shorthair,Blue,Tabby,1,62
Owner_Surrender,Normal,Female,Domestic_Shorthair,Blue,Solid,2,22
Stray,Normal,Female,Domestic_Shorthair_Mix,Other,Tabby,2,24
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,50
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,36,1
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,116
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,54
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,60
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,61
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,132,42
Stray,Sick,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,63
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Solid,12,35
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,25
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,22
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,8
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,24,72
Stray,Normal,Male,Other,Blue,Solid,2,13
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,1,75
Stray,Normal,Female,Other,Brown,Tabby,1,79
Stray,Normal,Male,Domestic_Shorthair,Orange,Solid,1,48
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,57
Stray,Normal,Female,Other,Brown,Tabby,1,25
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,145
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,66
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,97
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,147
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,2,97
Stray,Normal,Male,Domestic_Shorthair,Black,Other,1,29
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,16
Stray,Injured,Female,Other,Blue,Other,24,10
Stray,Injured,Male,Domestic_Shorthair,Black,Solid,24,70
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,35
Stray,Normal,Female,Other,Black,Solid,12,122
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,52
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,2,55
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,24,42
Stray,Sick,Male,Domestic_Shorthair,Black,Solid,1,39
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,24,42
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,36,60
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,60,12
Owner_Surrender,Normal,Male,Domestic_Shorthair,White_Mix,Solid,3,20
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,2,33
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,2,30
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,123
Stray,Normal,Male,Domestic_Shorthair_Mix,Other,Tabby,3,9
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,21
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,20
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,28
Stray,Normal,Female,Other,Brown,Tabby,1,37
Other,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,3,4
Other,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,3,4
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,2,9
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,87
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,1,87
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,9,14
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,26
Stray,Sick,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,67
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,1,53
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,53
Stray,Normal,Female,Domestic_Shorthair,Orange,Solid,1,62
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,18
Stray,Sick,Female,Other,Brown,Tabby,1,16
Stray,Sick,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,46
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,134
Stray,Normal,Male,Other,Other,Other,1,8
Stray,Normal,Female,Domestic_Shorthair,Black,Tabby,1,37
Stray,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,1,13
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black,Solid,1,42
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,0,73
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,0,75
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,3,10
Stray,Normal,Female,Domestic_Shorthair,Black,Other,0,74
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,50
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,2,28
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,12,62
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,24,81
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,24,68
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,49
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,42
Stray,Normal,Female,Other,Blue,Other,1,32
Stray,Sick,Female,Domestic_Shorthair,White_Mix,Solid,1,107
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,3,13
Stray,Normal,Female,Domestic_Shorthair,Black,Other,0,72
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,24,77
Stray,Neonatal,Male,Domestic_Shorthair,Blue,Solid,0,63
Stray,Normal,Male,Other,Orange,Tabby,132,39
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,19
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,28
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,2,26
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,48
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,64
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,95
Stray,Normal,Male,Other,Orange,Tabby,1,26
Stray,Normal,Female,Domestic_Shorthair,Other,Solid,12,4
Other,Normal,Female,Domestic_Shorthair_Mix,Calico_or_Calico_mix,Solid,84,19
Other,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,84,25
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,12,42
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,48,33
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Blue,Tabby,2,14
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,28
Stray,Normal,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,2,22
Stray,Normal,Male,Domestic_Shorthair_Mix,Orange,Tabby,2,29
Stray,Sick,Male,Domestic_Shorthair,Orange,Tabby,1,24
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,60
Stray,Normal,Female,Domestic_Shorthair,Other,Solid,1,48
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,1,119
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,1,15
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Solid,3,10
Stray,Normal,Female,Domestic_Shorthair_Mix,Blue,Solid,36,24
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,0,74
Other,Normal,Male,Domestic_Shorthair,Other,Tabby,0,81
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,2,87
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,4,13
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,2,29
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,2,87
Stray,Normal,Female,Other,Black_N_White,Solid,2,17
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,2,23
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,60
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,54
Stray,Normal,Male,Domestic_Shorthair,Blue,Solid,12,28
Stray,Sick,Female,Other,Other,Other,1,18
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,12,121
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,24,108
Other,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,0,93
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,12,18
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,64
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,0,58
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,58
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Tabby,9,146
Owner_Surrender,Normal,Male,Domestic_Shorthair,Brown,Tabby,12,10
Stray,Injured,Male,Domestic_Shorthair,Brown,Tabby,1,44
Owner_Surrender,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,3,48
Stray,Normal,Male,Domestic_Shorthair,Other,Other,1,22
Stray,Normal,Female,Domestic_Shorthair,Other,Other,1,22
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,64
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,98
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,1,98
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,24,95
Owner_Surrender,Normal,Male,Other,Black,Solid,24,147
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,95
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,34
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,77
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,96
Owner_Surrender,Normal,Female,Other,Other,Tabby,2,11
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,2,7
Owner_Surrender,Normal,Female,Other,Calico_or_Calico_mix,Solid,2,4
Owner_Surrender,Neonatal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,0,57
Owner_Surrender,Neonatal,Male,Domestic_Shorthair,Brown,Tabby,0,56
Stray,Sick,Female,Domestic_Shorthair,Blue,Tabby,1,4
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,0,46
Stray,Normal,Male,Domestic_Shorthair,Orange,Tabby,1,133
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,1,76
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,133
Owner_Surrender,Injured,Male,Other,Brown,Tabby,36,46
Other,Normal,Female,Other,Black,Solid,3,13
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,32
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,45
Stray,Normal,Female,Other,Other,Other,12,38
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,1,47
Stray,Injured,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,38
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,67
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,2,42
Stray,Normal,Male,Domestic_Shorthair_Mix,White_Mix,Tabby,1,101
Owner_Surrender,Normal,Male,Domestic_Shorthair,Orange,Solid,1,74
Owner_Surrender,Normal,Female,Domestic_Shorthair,Brown,Tabby,1,73
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,1,72
Owner_Surrender,Normal,Male,Domestic_Shorthair,Other,Tabby,24,51
Stray,Injured,Female,Domestic_Shorthair,Blue,Tabby,1,65
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,2,27
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,2,21
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Solid,0,72
Stray,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,2,28
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,2,27
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,78
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Tabby,1,39
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Tabby,12,39
Stray,Normal,Female,Other,Orange,Tabby,1,39
Stray,Normal,Male,Domestic_Shorthair,Other,Solid,0,72
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,0,72
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,24,24
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,4,25
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,33
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,1,50
Stray,Normal,Female,Domestic_Shorthair_Mix,Brown,Tabby,3,29
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,4,10
Stray,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,7,54
Stray,Normal,Male,Other,Brown,Tabby,12,45
Owner_Surrender,Normal,Female,Other,White_Mix,Tabby,84,19
Stray,Normal,Female,Other,Black,Solid,24,86
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,5,33
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,36,2
Stray,Normal,Male,Domestic_Shorthair_Mix,Black,Solid,3,31
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,66
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,24,40
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,2,26
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,17
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,4
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,2,17
Owner_Surrender,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,2,18
Stray,Sick,Male,Domestic_Shorthair,Orange,Tabby,1,40
Owner_Surrender,Normal,Female,Other,Black_N_White,Solid,1,31
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,59
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,3,6
Owner_Surrender,Pregnant,Female,Domestic_Shorthair,Brown,Tabby,24,36
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,37
Stray,Sick,Male,Domestic_Shorthair,Other,Tabby,1,43
Stray,Normal,Female,Domestic_Shorthair,Blue,Solid,1,62
Stray,Sick,Female,Domestic_Shorthair,Black,Solid,1,43
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,12,91
Owner_Surrender,Normal,Female,Domestic_Shorthair,Orange,Tabby,2,11
Stray,Sick,Male,Domestic_Shorthair,Orange,Tabby,1,43
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,30
Other,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,39
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,16
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,73
Stray,Normal,Female,Domestic_Shorthair_Mix,Tortie_or_Tortie_mix,Solid,36,62
Stray,Normal,Female,Domestic_Shorthair,Other,Tabby,1,26
Other,Normal,Male,Domestic_Shorthair,Black_N_White,Solid,24,18
Owner_Surrender,Normal,Female,Other,Other,Tabby,2,12
Stray,Normal,Female,Domestic_Shorthair,Orange,Tabby,1,64
Stray,Injured,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,24,108
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,2,18
Owner_Surrender,Normal,Female,Domestic_Shorthair,Other,Solid,1,29
Stray,Normal,Female,Domestic_Shorthair_Mix,Torbie_or_Torbie_mix,Solid,24,95
Other,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,28
Other,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,52
Other,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,38
Owner_Surrender,Normal,Female,Other,White_Mix,Solid,120,5
Stray,Normal,Male,Domestic_Shorthair,Other,Tabby,1,24
Owner_Surrender,Normal,Female,Domestic_Shorthair,Black,Solid,7,87
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,1,35
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,5,20
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,13
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,12,48
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,3,8
Stray,Normal,Male,Domestic_Shorthair,Brown,Tabby,0,66
Stray,Normal,Female,Domestic_Shorthair,Black,Solid,3,6
Stray,Injured,Male,Domestic_Shorthair_Mix,Black_N_White,Solid,1,51
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,24,58
Stray,Normal,Female,Domestic_Shorthair,Calico_or_Calico_mix,Solid,12,64
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,4,23
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,3,8
Owner_Surrender,Normal,Male,Other,Black,Solid,12,68
Stray,Normal,Male,Domestic_Shorthair,Black,Solid,24,91
Stray,Injured,Male,Domestic_Shorthair,Black_N_White,Solid,1,54
Other,Normal,Male,Domestic_Shorthair,Other,Tabby,0,82
Other,Normal,Male,Domestic_Shorthair,Other,Tabby,0,84
Owner_Surrender,Normal,Male,Domestic_Shorthair_Mix,Brown,Tabby,36,13
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,23
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,39
Stray,Normal,Male,Domestic_Shorthair,Blue,Tabby,1,42
Owner_Surrender,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,1,41
Owner_Surrender,Normal,Male,Other,Other,Other,2,12
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Other,2,12
Stray,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,34
Other,Normal,Male,Domestic_Shorthair,White_Mix,Tabby,1,39
Stray,Normal,Female,Domestic_Shorthair,Tortie_or_Tortie_mix,Solid,12,67
Stray,Normal,Female,Domestic_Shorthair,White_Mix,Solid,2,22
Stray,Normal,Female,Domestic_Shorthair,Brown,Tabby,12,40
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,1,4
Stray,Normal,Female,Domestic_Shorthair,Blue,Tabby,24,68
Owner_Surrender,Normal,Female,Other,Tortie_or_Tortie_mix,Solid,12,16
Stray,Normal,Female,Domestic_Shorthair,Black_N_White,Solid,1,46
Stray,Normal,Female,Domestic_Shorthair,Other,Solid,1,13
Stray,Normal,Female,Domestic_Shorthair,Torbie_or_Torbie_mix,Solid,2,15
